id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003043391.1,49.4639536653319,-0.310653236653477,0.531773748801305,-0.584183099210395,0.559097130977343,0.702653645685403,yaeH,ECB_00162,b0163,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043392.1,0.83694317202542,0.730842401422654,1.36350088126974,0.536004348410884,0.591955545171009,NA,yaeI,ECB_00163,b0164,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043393.1,71.0001405734014,-0.528490481267637,1.34568764980934,-0.39272893776094,0.69451969519874,0.800754450186011,dapD,ECB_00164,b0166,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043394.1,3.98929982609834,1.65289898061352,1.015585271396,1.62753343039475,0.103623854470383,0.254927396580513,glnD,ECB_00165,b0167,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043395.1,44.4210031124875,-2.09541411327738,0.626310381306883,-3.34564806175655,0.000820905179291479,0.00875486640680541,map,ECB_00166,b0168,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043396.1,217.00008912749,-0.251566969969663,0.525369686426887,-0.478838000114939,0.632053880830465,0.763874641992213,rpsB,ECB_00167,b0169,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043397.1,287.725145047981,-2.62716394937115,0.619881822658246,-4.23816904019714,2.25350073884218e-05,0.000595542560320755,tsf,ECB_00168,b0170,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043398.1,21.0149633463514,-1.45170602263367,0.621325262035919,-2.33646708308111,0.019466911240909,0.0839379721247795,pyrH,ECB_00169,b0171,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043399.1,67.4279729962113,-1.20000871767758,0.582677529344238,-2.05947313435633,0.0394489360671215,0.140989513038465,frr,ECB_00170,b0172,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043400.1,5.72918323465183,0.179598632934716,0.800996428060012,0.224219018516347,0.822586885550471,0.89283485010237,ispC,ECB_00171,b0173,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043401.1,0.706236456220825,-0.112459279001836,1.36987460013093,-0.082094579307542,0.934571503661518,NA,uppS,ECB_00172,b0174,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043403.1,9.50287735967238,-1.64836040268399,0.968126125585743,-1.70262981146871,0.0886373674939355,0.231571137690908,yaeL,ECB_00174,b0176,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043404.1,178.167893990879,-0.349683014635766,0.526984838502806,-0.663554222222475,0.506975664707254,0.664370070417023,yaeT,ECB_00175,b0177,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043405.1,112.076032763706,-1.575358434885,0.697466114839462,-2.25868813031527,0.0239027913329262,0.0986113099228746,hlpA,ECB_00176,b0178,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043406.1,16.9271662788612,-2.40134195601724,0.763816819101369,-3.14387153564178,0.00166728615486905,0.0142859347885147,lpxD,ECB_00177,b0179,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043407.1,42.9475440024286,-0.307844446452676,0.593013570119736,-0.519118721668577,0.603677953577974,0.738483402638095,fabZ,ECB_00178,b0180,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043408.1,21.4569450935328,-0.289999135836701,0.668667758240212,-0.433696902928168,0.664508555918599,0.786110183323722,lpxA,ECB_00179,b0181,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043409.1,10.8252142807997,-0.593160340181767,0.811845383216405,-0.730632152925177,0.465003867249104,0.624979559710579,lpxB,ECB_00180,b0182,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043410.1,4.25143654599218,0.401501208238283,0.849026247931224,0.472896108002078,0.636287301787089,0.76760291220404,rnhB,ECB_00181,b0183,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043411.1,14.1129495098849,1.29661510035068,0.650895766040334,1.99204721861769,0.0463658772999339,0.158414403867336,dnaE,ECB_00182,b0184,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043412.1,115.243530068736,-0.811047838034026,0.576005860899918,-1.40805483605131,0.159114833101687,0.333708410427701,accA,ECB_00183,b0185,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043413.1,2.25930023582344,1.0103287296642,1.22548830310697,0.824429516873165,0.409695549064346,0.574295308282885,ldcC,ECB_00184,b0186,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043414.1,2.96112012184798,-3.4303370989776,1.28329885251424,-2.6730617675352,0.00751624096149248,0.0440645120695685,yaeR,ECB_00185,b0187,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043415.1,6.87709095077106,-0.511088884643391,0.914030865728096,-0.559159327990821,0.576052987923545,0.716937455485231,tilS,ECB_00186,b0188,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043416.1,15.1159244505215,-2.72766278743831,0.834746511213056,-3.26765401328178,0.00108442845754086,0.0106582306733795,rof,ECB_00187,b0189,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043417.1,5.87901098069063,-1.22541885365806,0.859814644284389,-1.42521281976763,0.154095691695098,0.329289962722491,yaeP,ECB_00188,b4406,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043418.1,1.43136230497255,0.424185937923458,1.21151952924051,0.350127197858194,0.72624324023701,NA,yaeQ,ECB_00189,b0190,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043419.1,0.769123794789517,1.57952262333919,1.37566122725162,1.14819156929708,0.25088948887046,NA,yaeJ,ECB_00190,b0191,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043420.1,2.63731315058758,-0.373991517941781,1.11336965069317,-0.33590956759863,0.736939061964783,0.832091754302335,cutF,ECB_00191,b0192,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043422.1,204.821354144471,-0.248801549082594,0.563206652306863,-0.44175889624797,0.658663685429341,0.78375115091147,proS,ECB_00193,b0194,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043423.1,1.97519005359078,-0.184514019948017,1.19361036528349,-0.154584800295525,0.877148653551194,NA,yaeB,ECB_00194,b0195,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043424.1,28.4269154865611,-0.814902785197019,0.614552180481061,-1.32601072956755,0.184836143405857,0.362974013250484,rcsF,ECB_00195,b0196,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043425.1,341.920824856217,0.493904235627538,0.564420966400625,0.875063587338401,0.381539308161047,0.549559132803807,metQ,ECB_00196,b0197,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043426.1,6.78887104326286,-1.2921989537949,0.79303900566701,-1.62942673003587,0.103222714012118,0.254878745805784,metI,ECB_00197,b0198,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043427.1,76.3213803406423,-3.18062698892122,0.664150374610341,-4.78901632900125,1.67600844211477e-06,9.88352037188267e-05,metN,ECB_00198,b0199,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043428.1,4.25633342156046,-0.384263214467008,1.1358674691195,-0.338299339415786,0.735137621473944,0.831331602400032,gmhB,ECB_00199,b0200,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043429.1,3.04286523402891,-1.25768045922591,1.17624440428282,-1.06923395737023,0.284964261040979,0.464514913322897,dkgB,ECB_00200,b0207,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043430.1,4.87904542155211,0.883433544572331,0.807227962754728,1.0944040411553,0.273777812350152,0.451449408023839,yafC,ECB_00201,b0208,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043431.1,1.35828175634298,1.2789738426302,1.28099022089054,0.998425922206543,0.318072868886852,NA,yafD,ECB_00202,b0209,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043432.1,0.834380444245453,1.02461733553209,1.35829366934786,0.754341537956242,0.450644166241448,NA,yafE,ECB_00203,b0210,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043433.1,1.6374260904307,1.53956040331182,1.21410829816986,1.26805854603954,0.204777043795272,NA,mltD,ECB_00204,b0211,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043434.1,7.48146797245519,-0.733711439121652,0.821828197290602,-0.892779587680914,0.371975219627935,0.543990018493077,gloB,ECB_00205,b0212,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043435.1,1.23847259941545,0.162982015371516,1.27874591811961,0.12745457331444,0.89858062512549,NA,yafS,ECB_00206,b0213,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043436.1,1.51916899825456,-0.959609476110661,1.18863259523569,-0.80732219523257,0.419480879814026,NA,rnhA,ECB_00207,b0214,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043438.1,0.877141910251183,0.367433864206133,1.38393307496516,0.265499734671334,0.790624514226158,NA,yafT,ECB_00209,b0217,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043442.1,1.17056599508838,0.0957528021665357,1.37912119681672,0.0694303027083853,0.944647109038255,NA,yhhI-1,ECB_00213,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043443.1,5.63497724469296,-0.0356463285808542,0.897621279320683,-0.039711991462403,0.968322741414775,0.981044515682983,yafV,ECB_00214,b0219,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043444.1,8.28685155821848,-2.02238194022486,1.01528738645581,-1.99193052844342,0.0463786808329807,0.158414403867336,ykfE,ECB_00215,b0220,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043445.1,37.5258972094634,-0.589770590477545,0.561459325307395,-1.05042442772617,0.293523019523923,0.471565428001174,fadE,ECB_00216,b0221,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043446.1,76.8569111940878,-2.17950217392056,0.664682394769502,-3.27901294072392,0.00104170858889298,0.0103397312907447,gmhA,ECB_00217,b0222,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043447.1,3.40286556748127,0.0126874451722028,1.14122244786062,0.0111174164125382,0.991129767811066,0.993111036712238,yafJ,ECB_00218,b0223,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043448.1,0.806566271093326,-0.191027009662829,1.35882487822018,-0.140582508257459,0.888199767378009,NA,yafK,ECB_00219,b0224,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043450.1,8.43496672825757,-2.45068857036679,0.881093138893524,-2.7814182884733,0.00541219532861157,0.0335958254918458,dinJ,ECB_00221,b0226,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043451.1,1.34310173273634,0.52862492727148,1.25979871100496,0.419610627200743,0.674769923647904,NA,yafL,ECB_00222,b0227,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043453.1,1.94714213605108,0.858927269840129,1.2654982893973,0.678726535655137,0.49731114947666,NA,dinB,ECB_00226,b0231,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043458.1,0.887765001456001,0.775246866613876,1.3576900107813,0.571004323857218,0.567996711869369,NA,prfH,ECB_00231,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043459.1,100.712934299741,-1.39586626578392,0.558974565377483,-2.49719102127889,0.0125181503399311,0.0621108784590094,pepD,ECB_00232,b0237,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043460.1,10.0969662491309,-0.103637789010427,0.640789931088511,-0.161734421816487,0.871514996700973,0.927488093622851,gpt,ECB_00233,b0238,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043461.1,13.4134710227509,-0.738271565504368,0.6600309216827,-1.11854087627016,0.263336058706904,0.444061225994401,frsA,ECB_00234,b0239,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043462.1,1.24910350960653,-0.199280546730626,1.29229041239729,-0.154207246930624,0.877446328316281,NA,crl,ECB_00235,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043465.1,3.64857295643471,0.168877078291856,0.974394388814466,0.173314912555405,0.86240390254773,0.921705663437206,phoE,ECB_00238,b0241,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043466.1,49.0469230963893,-1.00441770909543,0.619887356983016,-1.62032294703334,0.105162922106971,0.257764864088603,proB,ECB_00239,b0242,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043467.1,65.9439377062068,0.0854856492039953,0.507864054455244,0.168323882058735,0.866328486739666,0.923438923930373,proA,ECB_00240,b0243,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043468.1,0.705427784928817,2.02784476554728,1.37592140437603,1.47380857590982,0.140533138632554,NA,yagP,ECB_00241,b4695,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043470.1,2.90860572056936,0.614520822368763,1.26984049224901,0.483935443955159,0.628431684967955,0.76044779590071,yagR,ECB_00243,b0284,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043471.1,0.637842752825082,0.724642004103254,1.38102262503882,0.524714071272283,0.599781973935294,NA,yagS,ECB_00244,b0285,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043472.1,1.1895663923577,-0.217197719963002,1.24266502156627,-0.174783804318596,0.861249514719676,NA,yagT,ECB_00245,b0286,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043473.1,14.0118720777601,-0.227823573623648,0.629364073515685,-0.361990115436689,0.717359417005455,0.819086012424214,yagU,ECB_00246,b0287,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043475.1,1.45789999107553,2.63350924922683,1.28209011809172,2.05407499212815,0.039968434055036,NA,yagV,ECB_00248,b0289,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043476.1,1.38638505847666,0.636619821822826,1.25014459465257,0.509236951106244,0.610586145434698,NA,yagW,ECB_00249,b0290,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043477.1,1.87279924470867,0.420564257703044,1.25420015126839,0.335324674676304,0.737380182429349,NA,yagX,ECB_00250,b0291,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043478.1,0.896125863810468,1.15686057952438,1.35081077380315,0.856419420069688,0.391765826603721,NA,yagY,ECB_00251,b0292,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043480.1,1.55980181844158,2.29497382699318,1.28189372379851,1.79029960470725,0.0734057597929123,NA,ykgK,ECB_00253,b0294,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043482.1,13.9853845443462,0.710082376757175,1.36285657564523,0.521025021595537,0.602349340880436,0.737758355812629,rpmE2,ECB_00255,b0296,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043483.1,2.93536701857752,1.49393993533325,1.28938393718292,1.15864630561262,0.246600385781256,0.427675995774196,eaeH,ECB_00256,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043484.1,0.74746596742646,1.55731676722722,1.35769430387905,1.14703049337236,0.251369018411807,NA,ykgA,ECB_00257,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043486.1,0.0495067436167245,-0.431554382020142,1.13980297013689,-0.378621913898252,0.704968646729201,NA,ykgI,ECB_00259,b0303,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043487.1,2.70811167324508,1.46521958960117,1.05945297321135,1.38299634495328,0.166665986617253,0.340964664986363,ykgC,ECB_00260,b0304,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043489.1,1.1651867016316,0.835576790443643,1.31227765857191,0.636737800865221,0.524295646781313,NA,ykgE,ECB_00262,b0306,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043490.1,2.0263667309787,1.10107083495041,1.19214646674587,0.923603655812474,0.355692709750472,NA,ykgF,ECB_00263,b0307,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043491.1,1.226049099414,-2.26960351452315,1.36729848141328,-1.65991811252304,0.096930927180982,NA,ykgG,ECB_00264,b0308,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043493.1,0.558456597225525,1.23825451647102,1.38021935082239,0.897143280691743,0.36964246637227,NA,ykgH,ECB_00266,b0310,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043494.1,3.53809237999449,1.34444461479061,0.964445119312528,1.39400841776145,0.163315062702057,0.338257738256573,betA,ECB_00267,b0311,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043495.1,14.216449889109,-1.37741799757091,0.775678838195616,-1.77575812274969,0.0757727927933504,0.213077769355775,betB,ECB_00268,b0312,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043496.1,0.815138226891074,1.45090643840293,1.32750755442801,1.09295531581972,0.274413419329182,NA,betI,ECB_00269,b0313,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043497.1,0.802412971126216,0.885580382341495,1.36118477115484,0.650595276341627,0.515307780405658,NA,betT,ECB_00270,b0314,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043498.1,1.11150704583624,0.437736699136287,1.32371631353822,0.330687696947878,0.740880396372688,NA,yahA,ECB_00271,b0315,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043499.1,0.844082339983087,0.120900904041494,1.38536541045215,0.0872700466817885,0.930456862444908,NA,yahB,ECB_00272,b0316,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043502.1,0.287708336726559,0.587582907710279,1.31135344393108,0.448073637530449,0.654100053150996,NA,yahE,ECB_00275,b0319,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043503.1,1.67658485737095,0.90378627553129,1.20455685676976,0.750306032008281,0.453070410521136,NA,yahF,ECB_00276,b0320,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043504.1,0.767225760425631,2.00022852314816,1.35083311921979,1.4807369575773,0.13867668158379,NA,yahG,ECB_00277,b0321,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043505.1,2.16405379931465,1.75022954482078,1.27101434733881,1.37703366487195,0.168501839827902,0.342110967776514,yahI,ECB_00278,b0323,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043506.1,3.87604835553492,0.0403401493263792,0.963234695990624,0.0418798756879204,0.966594459195478,0.980780309052092,yahJ,ECB_00279,b0324,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043507.1,13.1032049969735,0.288404990094228,1.3210498085909,0.218315000856671,0.827183687345392,0.894554095538032,yahK,ECB_00280,b0325,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043508.1,1.20909621258901,1.76348143374417,1.31229227764277,1.3438175807236,0.17900738298189,NA,yahL,ECB_00281,b0326,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043509.1,0.288035833472129,1.37008288248753,1.27551831287157,1.07413815126109,0.282760767593045,NA,yahM,ECB_00282,b0327,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043511.1,57.7024248715289,-2.64194897182652,0.802566230797368,-3.29187657098615,0.000995212797505401,0.0102087890352398,yahO,ECB_00284,b0329,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043512.1,1.69300656962274,1.20187442512907,1.23191088824906,0.975617990386724,0.329253805939827,NA,prpR,ECB_00285,b0330,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043513.1,3.61154478852771,-0.483578609717425,1.20454801247774,-0.401460634784254,0.688081015021621,0.795618474693396,prpB,ECB_00286,b0331,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043514.1,9.10691309912023,-1.61891830025899,1.10452965144082,-1.46570832041238,0.142727766455294,0.313438304209052,prpC,ECB_00287,b0333,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043515.1,8.25921715042864,-1.2153034788071,0.885861443895994,-1.37188889660016,0.170098027451251,0.343450699939334,prpD,ECB_00288,b0334,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043516.1,2.24620101002198,2.4464724234231,1.25271058969586,1.9529430369205,0.0508263453304894,0.168441028739886,prpE,ECB_00289,b0335,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043517.1,0.367738406195354,1.6318540452044,1.36034336883968,1.19958981135499,0.230298685482193,NA,codB,ECB_00290,b0336,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043518.1,34.7890090027647,-3.58100050732517,0.690917262580564,-5.18296574896709,2.1838515494059e-07,2.08505826502801e-05,codA,ECB_00291,b0337,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043519.1,1.57915073392168,2.15043724556768,1.22862672000841,1.75027712693157,0.0800705057846822,NA,cynR,ECB_00292,b0338,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043521.1,0.713684169363704,0.589583716539352,1.38579686244272,0.42544743210062,0.670510535035532,NA,cynS,ECB_00294,b0340,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
