id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003043997.1,142.072389053773,-1.13664299503122,0.6940608882006,-1.63767043260144,0.101490461708212,0.252379790787698,dps,ECB_00779,b0812,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003043999.1,42.138653435881,-2.6398250650681,0.827452785278575,-3.19030295387713,0.00142123722204902,0.0127762463302814,ompX,ECB_00781,b0814,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044002.1,3.85125429777918,-0.190212736718865,0.857315854206111,-0.221870079487804,0.824415023148182,0.89283485010237,mntR,ECB_00784,b0817,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044004.1,30.8259537131447,-3.4993377174638,0.780662836213275,-4.48252120523358,7.37663100562319e-06,0.00029021407012082,ybiS,ECB_00786,b0819,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044005.1,44.9269714641323,-0.828540280083659,0.48683815972569,-1.70188031388193,0.0887778068323288,0.231571137690908,ybiT,ECB_00787,b0820,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044006.1,2.09030009421961,2.38415654872301,1.14735867030432,2.07795226586874,0.0377137558841898,0.136776793032686,ybiU,ECB_00788,b0821,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044007.1,10.5389210852416,0.819007807906242,0.648545063977102,1.26283870373448,0.206647152220574,0.384169250370972,ybiV,ECB_00789,b0822,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044008.1,3.11078902582222,1.73551596876499,1.37733735001017,1.26005148176093,0.207650791194732,0.384169250370972,ybiW,ECB_00790,b0823,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044009.1,0.943782407409374,1.706884476535,1.26522769284446,1.34907296622446,0.177313530506097,NA,ybiY,ECB_00791,b0824,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044010.1,3.2087538119031,-1.09571403931683,1.05697940162741,-1.03664653978098,0.299900615259189,0.478413052815762,fsa,ECB_00792,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044011.1,1.11259486177924,2.70722656463574,1.36431385102972,1.98431362592446,0.0472208881136656,NA,moeB,ECB_00793,b0826,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044012.1,25.8094670308301,-1.91937618788153,0.687695194071088,-2.79102748489343,0.00525410104936955,0.0328176716635076,moeA,ECB_00794,b0827,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044013.1,10.1393083984422,1.39721741391901,0.728909543738775,1.91685981603739,0.0552557433233269,0.177064558534562,ybiK,ECB_00795,b0828,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044014.1,4.57141851344072,1.1983248223211,0.927461921637142,1.29204746239698,0.196340708431921,0.376081250419889,yliA,ECB_00796,b0829,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044015.1,39.691358101616,-0.58767145096671,0.588371440252111,-0.998810293570502,0.317886598601954,0.495231258894264,yliB,ECB_00797,b0830,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044018.1,2.25232801941544,0.655580649383919,1.14497409558134,0.572572472961548,0.566934202328339,0.709995674995827,yliE,ECB_00800,b0833,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044019.1,1.40327061500084,1.61220393397994,1.34643491827173,1.19738719792662,0.231155671192184,NA,yliF,ECB_00801,b0834,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044020.1,21.3624322890573,-1.22931398413257,0.710847261442798,-1.72936445114446,0.0837438881600207,0.223739669351175,rimO,ECB_00802,b0835,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044022.1,2.05051680904527,2.79289286341784,1.18025286361221,2.36635127058288,0.0179643906335881,0.0800413404896538,yliI,ECB_00804,b0837,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044023.1,33.6824754748174,-1.40494403958873,0.5778495285295,-2.43133198215806,0.0150434237028074,0.0708029683664994,yliJ,ECB_00805,b0838,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044024.1,72.518884547892,-0.73248492499961,0.580244846072385,-1.26237213472506,0.206814911211222,0.384169250370972,dacC,ECB_00806,b0839,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044025.1,3.59099238567934,-1.2640437540059,1.02515415216777,-1.23302798055588,0.217565325088936,0.393698986284582,deoR,ECB_00807,b0840,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044027.1,0.483258684471371,-0.283635901347971,1.38594851142467,-0.204651110059212,0.837844720359812,NA,cmr,ECB_00809,b0842,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044029.1,1.46283181539417,0.945413922108945,1.22142795231472,0.77402348645886,0.438916902417503,NA,ybjI,ECB_00811,b0844,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044030.1,0.472460953825764,0.236419856141309,1.36336263308324,0.173409370628448,0.86232965999331,NA,ybjJ,ECB_00812,b0845,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044032.1,0.735919485590371,0.405527896539689,1.33147681193719,0.304570002950093,0.760693669345106,NA,,ECB_00814,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044033.1,1.38220058756763,0.477790558724591,1.33485063972046,0.357935595569441,0.720391511696696,NA,,ECB_00815,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044035.1,2.46226075589466,0.420641504373967,1.217105836729,0.345607992074421,0.729637338893843,0.827913335869923,,ECB_00817,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044036.1,0.536400501182724,0.196852280459362,1.38730512433926,0.14189544679518,0.887162590858346,NA,,ECB_00818,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044037.1,0.378252697734895,-0.798668706816207,1.29390046840788,-0.617256679564352,0.537065435686676,NA,,ECB_00819,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044039.1,0.677779279860243,1.06923268272658,1.38401058046193,0.772561061180406,0.439782196671661,NA,,ECB_00821,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044043.1,5.19723122281076,1.65714392973251,1.16698486523566,1.42002178357117,0.155601339338003,0.329673301267756,,ECB_00825,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044044.1,0.102950673128485,0.607525550582144,1.22004754969222,0.497952355000757,0.618517624385676,NA,,ECB_00826,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044045.1,0.377063843455462,0.381883646663561,1.34216096702662,0.284528947008177,0.776005053806529,NA,,ECB_00827,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044046.1,1.89890639500188,-1.17060703528286,1.21534740611184,-0.9631871754496,0.335453599786504,NA,,ECB_00828,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044048.1,2.31122728933968,0.382637412183178,1.12208412952439,0.341005992434243,0.733099070530458,0.829750843528097,,ECB_00830,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044049.1,1.93949622507883,0.902683019019249,1.22281344324494,0.738201746150116,0.460391861953655,NA,,ECB_00831,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044050.1,0.776677357547699,1.77107009833708,1.37537492636812,1.28769985869514,0.197850462789073,NA,,ECB_00832,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044054.1,0.342232398685441,1.76963821868874,1.35462461636343,1.30636797627334,0.19142745064227,NA,,ECB_00836,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044056.1,0.206653981958521,0.770926498943197,1.25567263505547,0.613955005007449,0.539245060744102,NA,,ECB_00838,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044057.1,0.893959706656548,1.76840383889344,1.36870680050287,1.29202531779904,0.196348376948661,NA,,ECB_00839,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044058.1,0.476120786306009,-0.286590182760876,1.37725870786593,-0.208087399356473,0.835160725676616,NA,,ECB_00840,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044061.1,1.28997812683026,0.93008438999452,1.25593629445425,0.74055061080839,0.458965963564262,NA,,ECB_00843,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044063.1,1.18658724678536,0.658548152759249,1.31392463880178,0.501206943923213,0.616225487822392,NA,,ECB_00845,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044064.1,0.365742710281303,0.40579365368577,1.36444157176124,0.297406398400752,0.766156259351064,NA,,ECB_00846,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044066.1,0.457151832564498,0.299517990838049,1.38108234169721,0.216871928483258,0.828308154789005,NA,,ECB_00848,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044069.1,0.313021008564202,1.13200641992963,1.29782838174596,0.872231210113276,0.383082256431471,NA,,ECB_00851,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044070.1,1.79683157720599,0.870687731945489,1.14030865710012,0.76355443460344,0.445132811641641,NA,ybjL,ECB_00852,b0847,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044072.1,6.0983464810276,-3.37103358277689,1.06428952940404,-3.16740275051334,0.0015380714330464,0.0134742689001997,grxA,ECB_00854,b0849,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044074.1,38.4381247210071,0.248111018682986,0.532097609882899,0.466288541941747,0.641008979191425,0.77073683192446,nfsA,ECB_00856,b0851,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044075.1,2.27031022753055,1.09534444499389,1.14482047785852,0.956782715000716,0.33867693839882,0.513651483728921,rimK,ECB_00857,b0852,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044076.1,0.371356671680217,-1.0729387275573,1.35321087374141,-0.792883613616552,0.427845635233457,NA,ybjN,ECB_00858,b0853,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044077.1,55.919104034121,-0.773342956612802,0.61740449942474,-1.25257097629408,0.210361882932789,0.38659539439069,potF,ECB_00859,b0854,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044078.1,16.9433060865581,-0.561131296294104,0.583756316224746,-0.961242355240006,0.336430324478229,0.512181321624031,potG,ECB_00860,b0855,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044080.1,0.580186450189938,0.557973121690903,1.38373118186626,0.403238092053656,0.686773079607028,NA,potI,ECB_00862,b0857,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044082.1,4.72175358844249,-1.53642610916881,1.11053501684899,-1.38350082244884,0.166511355318387,0.340964664986363,rumB,ECB_00864,b0859,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044083.1,83.9716216962043,-1.24164215589093,0.630441130222985,-1.96948152074369,0.0488978225666012,0.16317103098227,artJ,ECB_00865,b0860,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044084.1,0.207406617660073,0.772319818811162,1.25400164098574,0.615884217028665,0.537970938981919,NA,artM,ECB_00866,b0861,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044085.1,1.79840323228942,-1.01566874512206,1.28881664391711,-0.788063026587806,0.430659840666803,NA,artQ,ECB_00867,b0862,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044086.1,75.9643334137607,-1.48996806257997,0.680479799577753,-2.18958456004795,0.0285543797887889,0.111819397415082,artI,ECB_00868,b0863,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044087.1,15.975287259324,-3.26236186793005,0.875828929587359,-3.72488480081046,0.000195404435156419,0.00288077862123985,artP,ECB_00869,b0864,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044088.1,35.2652935832646,-0.397868941432608,0.703579714334771,-0.56549234340673,0.571738930651832,0.714228383773784,ybjP,ECB_00870,b0865,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044089.1,9.86546036136995,0.690071220918476,0.784410536539633,0.879732217727048,0.379004391785275,0.547875851138771,ybjQ,ECB_00871,b0866,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044090.1,1.46412345719835,0.181249846575913,1.2937032125152,0.140101566435418,0.888579742964613,NA,ybjR,ECB_00872,b0867,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044091.1,6.99957999470495,-1.06626587614178,0.781277637324176,-1.36477204159288,0.172324708743781,0.347247277418372,ybjS,ECB_00873,b0868,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044092.1,1.7317181189689,-0.270526045482783,1.17264771724087,-0.230696774065535,0.817550379858059,NA,ybjT,ECB_00874,b0869,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044093.1,26.5077557696133,0.123865382272517,0.495883946104375,0.249787038369752,0.802752043962131,0.879037601389444,ltaE,ECB_00875,b0870,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044094.1,32.824709569094,-3.2548778892646,0.790520717348792,-4.11738467801405,3.83196168105867e-05,0.000914652758395552,poxB,ECB_00876,b0871,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044095.1,0.903950738073952,0.643918714974248,1.36101234708956,0.473117467560985,0.636129375359256,NA,hcr,ECB_00877,b0872,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044096.1,1.93638532122579,0.513651975316981,1.27583802813604,0.402599674872062,0.687242748883111,NA,hcp,ECB_00878,b0873,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044099.1,9.72697194658375,-0.602913222622202,0.681791354525331,-0.884307521091926,0.376530229335888,0.547456932428177,ybjD,ECB_00881,b0876,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044100.1,1.73259860117427,1.99311073302843,1.29127898121769,1.54351674736384,0.122705447260162,NA,ybjX,ECB_00882,b0877,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044101.1,12.4342369378409,-0.184488789551766,0.764954401095564,-0.24117619205477,0.80941856233398,0.884305148578819,macA,ECB_00883,b0878,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044102.1,7.43022676503744,0.764854029180795,0.830675575055781,0.920761428587128,0.357174996884164,0.528903891250184,macB,ECB_00884,b0879,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044103.1,0.332246921435324,0.93957306266544,1.33967495174904,0.701344054719213,0.48308832668643,NA,cspD,ECB_00885,b0880,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044104.1,2.5373859051482,0.843827579674799,0.9613267387041,0.877773961444478,0.380066397751,0.548619962196368,clpS,ECB_00886,b0881,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044105.1,7.72020119569252,0.658377823526451,1.07687723549574,0.611376860634784,0.540950117855335,0.688638086539649,clpA,ECB_00887,b0882,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044106.1,37.1466577846934,-1.58563056797147,0.750264206107696,-2.11342958262341,0.0345640161844641,0.12809769399233,infA,ECB_00888,b0884,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044107.1,1.93646295718537,-1.22856291549436,1.18763573972619,-1.03446105097647,0.300920676170907,NA,aat,ECB_00889,b0885,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044108.1,23.3478323578777,0.399167716272109,0.47695114664981,0.83691530899115,0.402640174525663,0.569720218718387,cydC,ECB_00890,b0886,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044109.1,10.0075393667715,-0.295579873903427,0.672105928538726,-0.439781679274975,0.660095238015086,0.78419632289965,cydD,ECB_00891,b0887,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044110.1,129.041307412845,-0.456328399842761,0.60600486960254,-0.753011110524662,0.451443237527879,0.614489946533196,trxB,ECB_00892,b0888,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044111.1,53.8903989811587,0.280392938034925,0.514724505298119,0.544743712702247,0.585929796096949,0.72473117900949,lrp,ECB_00893,b0889,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044112.1,8.71584433732478,0.813424414951922,0.776213146356361,1.04793949802349,0.294666482833807,0.473023457231212,ftsK,ECB_00894,b0890,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044113.1,34.8790372927242,-0.916819287174253,0.623580036285849,-1.4702511848118,0.14149373662166,0.312632296281606,lolA,ECB_00895,b0891,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044114.1,18.9277930783853,0.215165581559351,0.613820537065105,0.350534999347096,0.725937228575375,0.824648239826417,ycaJ,ECB_00896,b0892,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044115.1,106.656824044609,-0.206353784022753,0.512821376519301,-0.402389201135391,0.687397616185778,0.795361845234683,serS,ECB_00897,b0893,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044116.1,2.00771740671655,2.68937245886422,1.23633073870947,2.17528560494378,0.0296087205755092,NA,dmsA,ECB_00898,b0894,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044118.1,0.169657225795389,-0.580769121483869,1.20723652343327,-0.481073186745722,0.630464484099749,NA,dmsC,ECB_00900,b0896,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044119.1,12.1269263318873,-3.52205034720571,1.01394745591013,-3.47360243045758,0.000513521313489288,0.00616533073979654,ycaC,ECB_00901,b0897,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044121.1,0.901729070321482,1.41410529166384,1.3532848922093,1.04494279054224,0.296049411300989,NA,ycaM,ECB_00903,b0899,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044122.1,2.17220834633873,1.70189898203039,1.20657175125618,1.41052447171792,0.158384875721578,0.33331049792957,ycaN,ECB_00904,b0900,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044123.1,2.89787943512027,0.0957358959187531,1.05081698186526,0.0911061560394814,0.927408241176592,0.959965680722286,ycaK,ECB_00905,b0901,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044124.1,27.5005385619617,-0.960209752236558,0.660179382997166,-1.45446794760127,0.145816613629426,0.318130914392817,pflA,ECB_00906,b0902,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044125.1,278.69412134056,-1.43685444344075,0.563815149871092,-2.54844951181122,0.0108202947824589,0.0562505906787732,pflB,ECB_00907,b0903,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044126.1,0.355014035736725,-0.924115089375931,1.32623318242019,-0.696796839066831,0.485929944558122,NA,focA,ECB_00908,b0904,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044127.1,12.1913618785491,-1.33696512080041,0.724967540430382,-1.8441723887482,0.0651580209468054,0.194366649709219,ycaO,ECB_00909,b0905,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044129.1,188.310339759985,-0.748073771314727,0.570000552272218,-1.31240885352242,0.189382221231454,0.369010061777516,serC,ECB_00911,b0907,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044130.1,114.331478961399,-0.703873689421744,0.550763729063306,-1.27799572172052,0.20125093477472,0.381387641042829,aroA,ECB_00912,b0908,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044131.1,1.48677812788638,1.01992585757996,1.21857389233465,0.836983185013018,0.402602019806147,NA,ycaL,ECB_00913,b0909,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044132.1,17.5082553057375,-1.44699477945939,0.639852891009348,-2.26144915462802,0.0237314578524666,0.0984511664756575,cmk,ECB_00914,b0910,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044133.1,419.173617219715,-1.21970438169577,0.538458605003499,-2.26517762064151,0.0235017818888866,0.0980762059295216,rpsA,ECB_00915,b0911,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044134.1,45.0294811538063,-1.04938215417653,0.598585520280531,-1.75310313835311,0.0795843049492929,0.217987064785973,ihfB,ECB_00916,b0912,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044135.1,1.12742835185863,0.57337891291622,1.37629007986709,0.416611963788615,0.67696225707973,NA,ycaI,ECB_00917,b0913,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044136.1,19.6690105071941,-2.288545525517,0.607575757621847,-3.76668340829586,0.000165430564781445,0.0026324466856095,msbA,ECB_00918,b0914,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044137.1,1.39698659215528,0.645539301651644,1.21468663304793,0.531445134974309,0.59511035145586,NA,lpxK,ECB_00919,b0915,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044138.1,4.40256462938795,-0.052591696168077,0.782801433525114,-0.0671839548520573,0.946435258435268,0.969153571584633,ycaQ,ECB_00920,b0916,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044139.1,18.0734347441622,1.03883972342331,0.679986308588635,1.52773623571848,0.126578039518691,0.288763644098886,ycaR,ECB_00921,b0917,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044140.1,19.9962187273007,-3.13214090448334,0.791605739698784,-3.95669301952656,7.59944872341507e-05,0.00145113282766164,kdsB,ECB_00922,b0918,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044141.1,2.61784489389182,1.08158197599512,1.14196145394678,0.947126518375052,0.343574313331417,0.516391677833202,ycbJ,ECB_00923,b0919,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044143.1,3.03526912520168,-0.51923567674779,1.13967888374842,-0.455598225212364,0.648678919623823,0.776015055993894,smtA,ECB_00925,b0921,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044144.1,12.8453065248914,-0.101686975383879,0.619812421108797,-0.164060886682408,0.869683212444395,0.926030186378657,mukF,ECB_00926,b0922,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044145.1,10.4941311834003,0.35941875650188,0.621143430950001,0.578640517782134,0.562831759325756,0.705739635677387,mukE,ECB_00927,b0923,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044146.1,44.0810886241808,0.369859583834435,0.429263743753105,0.861613842810733,0.388900050896865,0.5564665921158,mukB,ECB_00928,b0924,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044147.1,21.8198514142134,-0.980860664972981,0.838678356028088,-1.16953139177009,0.24218960118548,0.422987935868368,ycbB,ECB_00929,b0925,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044148.1,0.354987165460489,1.48720192532289,1.37724257224798,1.0798402222605,0.280213336461865,NA,ycbK,ECB_00930,b0926,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044149.1,19.9051522289753,-1.79082667587808,0.665988614719822,-2.68897491082707,0.00716718057440474,0.0422652854461221,ycbL,ECB_00931,b0927,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044150.1,183.160661626769,-0.936797718844201,0.526823789109192,-1.77819934902377,0.075371119830362,0.212544437777603,aspC,ECB_00932,b0928,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044151.1,30.2108261501898,-2.05386529580558,0.531126451522506,-3.86699869667205,0.0001101830165633,0.00200833589281288,ompF,ECB_00933,b0929,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044152.1,131.810696303782,-0.703084493771727,0.570723871348802,-1.23191709523226,0.217980054779909,0.394093787045732,asnC,ECB_00934,b3743,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044153.1,5.83359313511279,1.37751878157587,0.970326167048668,1.41964509291315,0.155711030573848,0.329673301267756,pncB,ECB_00935,b0931,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044154.1,86.7178936406754,-1.53898728445425,0.524782476500044,-2.93261942494401,0.00336115625324322,0.024500504814224,pepN,ECB_00936,b0932,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044157.1,1.27829392366303,1.80336249625921,1.27014717536756,1.41980593370004,0.155664187022419,NA,ssuD,ECB_00939,b0935,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044158.1,1.0350547487418,0.2615546791243,1.31963865969064,0.198201740456448,0.842887225812559,NA,ssuA,ECB_00940,b0936,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044159.1,0.30566746919197,0.486589010557291,1.30914356960344,0.371684986929802,0.710127404174631,NA,ssuE,ECB_00941,b0937,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044162.1,2.13760254518408,2.05001489535782,1.22794881332513,1.66946282541423,0.0950256917837047,0.241772431487,ycbS,ECB_00944,b0940,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044163.1,0.612674986216203,-0.411882402556423,1.37466389131936,-0.2996240791348,0.764463915059995,NA,ycbT,ECB_00945,b0941,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044166.1,0.214528353748594,2.17252799149519,1.24485527941568,1.74520526796893,0.0809491445845349,NA,ycbF,ECB_00948,b0944,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044167.1,48.6510310478111,-0.893417851815026,0.48402069416012,-1.84582573140865,0.0649175131452888,0.194366649709219,pyrD,ECB_00949,b0945,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044169.1,43.1810556731656,-0.318806935554703,0.578835176741396,-0.550773256990799,0.581789118927199,0.721836128371927,ycbX,ECB_00951,b0947,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044170.1,36.4882436277169,-0.604543157473597,0.607656774787407,-0.994876026330983,0.319796564044364,0.496663137807088,rlmL,ECB_00952,b0948,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044171.1,10.9634763552557,0.264251797934292,0.707137467221478,0.373692259544108,0.70863328479408,0.811891277721217,uup,ECB_00953,b0949,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044172.1,1.18834949829146,1.49273314784977,1.32897373825363,1.12322245721073,0.261343027126508,NA,pqiA,ECB_00954,b0950,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044173.1,13.5309416414166,0.147576927046709,0.555603634764708,0.265615481635944,0.790535361163816,0.86945880369361,pqiB,ECB_00955,b0951,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044174.1,9.64074024921609,-3.92920540669706,1.03587684735279,-3.79312021186521,0.000148766091590181,0.00248563344698595,ymbA,ECB_00956,b0952,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044175.1,2.20899568967949,-0.686406130953508,1.32711820700872,-0.517215518051434,0.605005720513725,0.739656383920744,rmf,ECB_00957,b0953,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003044176.1,21.7904449133156,-1.01411757483572,0.579904893048921,-1.74876533547401,0.0803315910906537,0.218567595722483,fabA,ECB_00958,b0954,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
