"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003044462.1"	80	"80.00"	80
"YP_003044463.1"	23	"23.00"	23
"YP_003044464.1"	46	"46.00"	46
"YP_003044465.1"	13	"13.00"	13
"YP_003044466.1"	3	"3.00"	3
"YP_003044467.1"	13	"13.00"	13
"YP_003044468.1"	5	"5.00"	5
"YP_003044469.1"	25	"25.00"	25
"YP_003044472.1"	36	"36.00"	36
"YP_003044474.1"	89	"89.00"	89
"YP_003044475.1"	4	"4.00"	4
"YP_003044476.1"	96	"96.00"	96
"YP_003044478.1"	7	"7.00"	7
"YP_003044479.1"	4	"4.00"	4
"YP_003044482.1"	12	"12.00"	12
"YP_003044485.1"	7	"7.00"	7
"YP_003044487.1"	8	"8.00"	8
"YP_003044488.1"	6	"6.00"	6
"YP_003044489.1"	5	"5.00"	5
"YP_003044490.1"	6	"6.00"	6
"YP_003044491.1"	2	"2.00"	2
"YP_003044492.1"	69	"69.00"	69
"YP_003044493.1"	10	"10.00"	10
"YP_003044494.1"	4	"4.00"	4
"YP_003044496.1"	3	"3.00"	3
"YP_003044498.1"	1	"1.00"	1
"YP_003044508.1"	3	"3.00"	3
"YP_003044509.1"	26	"26.00"	26
"YP_003044510.1"	15	"15.00"	15
"YP_003044511.1"	17	"17.00"	17
"YP_003044512.1"	78	"78.00"	78
"YP_003044513.1"	4	"4.00"	4
"YP_003044514.1"	7	"7.00"	7
"YP_003044515.1"	11	"11.00"	11
"YP_003044517.1"	32	"32.00"	32
"YP_003044520.1"	39	"39.00"	39
"YP_003044521.1"	18	"18.00"	18
"YP_003044522.1"	7	"7.00"	7
"YP_003044525.1"	4	"4.00"	4
"YP_003044526.1"	1	"1.00"	1
"YP_003044527.1"	2	"2.00"	2
"YP_003044530.1"	3	"3.00"	3
"YP_003044531.1"	6	"6.00"	6
"YP_003044546.1"	5	"5.00"	5
"YP_003044557.1"	14	"14.00"	14
"YP_003044559.1"	31	"31.00"	31
"YP_003044561.1"	7	"7.00"	7
"YP_003044562.1"	33	"33.00"	33
"YP_003044566.1"	2	"2.00"	2
"YP_003044577.1"	11	"11.00"	11
"YP_003044578.1"	13	"13.00"	13
"YP_003044579.1"	8	"8.00"	8
"YP_003044580.1"	97	"97.00"	97
"YP_003044581.1"	2	"1.00"	0
"YP_003044583.1"	1	"0.04"	0
"YP_003044589.1"	17	"17.00"	17
"YP_003044590.1"	7	"7.00"	7
"YP_003044591.1"	48	"48.00"	48
"YP_003044593.1"	10	"10.00"	10
"YP_003044597.1"	6	"6.00"	6
"YP_003044598.1"	44	"44.00"	44
"YP_003044602.1"	19	"19.00"	19
"YP_003044605.1"	2	"2.00"	2
"YP_003044606.1"	25	"25.00"	25
"YP_003044610.1"	14	"14.00"	14
"YP_003044614.1"	4	"4.00"	4
"YP_003044615.1"	8	"8.00"	8
"YP_003044617.1"	4	"4.00"	4
"YP_003044618.1"	26	"26.00"	26
"YP_003044623.1"	2	"1.00"	0
"YP_003044629.1"	2	"2.00"	2
"YP_003044640.1"	1	"1.00"	1
"YP_003044645.1"	46	"46.00"	46
"YP_003044646.1"	2	"2.00"	2
"YP_003044648.1"	10	"10.00"	10
"YP_003044653.1"	3	"3.00"	3
"YP_003044660.1"	49	"49.00"	49
"YP_003044661.1"	12	"12.00"	12
"YP_003044664.1"	33	"33.00"	33
"YP_003044668.1"	1	"1.00"	1
"YP_003044674.1"	2	"2.00"	2
"YP_003044681.1"	1	"1.00"	1
"YP_003044684.1"	7	"7.00"	7
"YP_003044685.1"	16	"16.00"	16
"YP_003044690.1"	2	"2.00"	2
"YP_003044700.1"	50	"50.00"	50
"YP_003044701.1"	26	"26.00"	26
"YP_003044702.1"	19	"19.00"	19
"YP_003044704.1"	2	"0.67"	0
"YP_003044717.1"	15	"14.00"	13
"YP_003044725.1"	1	"1.00"	1
"YP_003044736.1"	3	"3.00"	3
"YP_003044741.1"	7	"7.00"	7
"YP_003044749.1"	1	"1.00"	1
"YP_003044752.1"	11	"11.00"	11
"YP_003044753.1"	9	"9.00"	9
"YP_003044755.1"	2	"2.00"	2
"YP_003044756.1"	1	"1.00"	1
"YP_003044757.1"	1	"1.00"	1
"YP_003044760.1"	4	"4.00"	4
"YP_003044762.1"	2	"2.00"	2
"YP_003044763.1"	6	"6.00"	6
"YP_003044764.1"	1	"1.00"	1
"YP_003044771.1"	34	"34.00"	34
"YP_003044772.1"	181	"181.00"	181
"YP_003044773.1"	2	"2.00"	2
"YP_003044774.1"	4	"2.00"	0
"YP_003044775.1"	2	"2.00"	2
"YP_003044777.1"	23	"23.00"	23
"YP_003044778.1"	1	"1.00"	1
"YP_003044779.1"	5	"5.00"	5
"YP_003044780.1"	45	"45.00"	45
"YP_003044781.1"	119	"95.50"	72
"YP_003044782.1"	34	"34.00"	34
"YP_003044783.1"	65	"65.00"	65
"YP_003044784.1"	1	"1.00"	1
"YP_003044786.1"	9	"9.00"	9
"YP_003044787.1"	7	"7.00"	7
"YP_003044788.1"	9	"9.00"	9
"YP_003044789.1"	1	"1.00"	1
"YP_003044791.1"	10	"10.00"	10
"YP_003044792.1"	16	"16.00"	16
"YP_003044793.1"	30	"30.00"	30
"YP_003044799.1"	10	"10.00"	10
"YP_003044801.1"	9	"9.00"	9
"YP_003044803.1"	2	"2.00"	2
"YP_003044805.1"	39	"39.00"	39
"YP_003044806.1"	12	"12.00"	12
"YP_003044807.1"	79	"75.80"	75
"YP_003044808.1"	14	"14.00"	14
"YP_003044810.1"	16	"16.00"	16
"YP_003044811.1"	95	"95.00"	95
"YP_003044812.1"	6	"6.00"	6
"YP_003044814.1"	4	"4.00"	4
"YP_003044817.1"	29	"29.00"	29
"YP_003044819.1"	1	"1.00"	1
"YP_003044820.1"	25	"25.00"	25
"YP_003044822.1"	8	"8.00"	8
"YP_003044823.1"	5	"1.80"	1
"YP_003044824.1"	16	"16.00"	16
"YP_003044826.1"	68	"68.00"	68
"YP_003044829.1"	38	"38.00"	38
"YP_003044833.1"	13	"13.00"	13
"YP_003044835.1"	12	"12.00"	12
"YP_003044836.1"	11	"11.00"	11
"YP_003044844.1"	2	"2.00"	2
"YP_003044845.1"	103	"103.00"	103
"YP_003044846.1"	12	"12.00"	12
"YP_003044847.1"	27	"27.00"	27
"YP_003044849.1"	9	"9.00"	9
"YP_003044850.1"	7	"7.00"	7
"YP_003044851.1"	5	"5.00"	5
"YP_003044852.1"	4	"4.00"	4
"YP_003044853.1"	7	"7.00"	7
"YP_003044855.1"	11	"11.00"	11
"YP_003044856.1"	103	"103.00"	103
"YP_003044857.1"	2	"2.00"	2
"YP_003044861.1"	26	"26.00"	26
"YP_003044870.1"	94	"94.00"	94
"YP_003044871.1"	8	"8.00"	8
"YP_003044872.1"	16	"16.00"	16
"YP_003044874.1"	4	"4.00"	4
"YP_003044877.1"	3	"3.00"	3
"YP_003044878.1"	22	"22.00"	22
"YP_003044880.1"	26	"26.00"	26
"YP_003044881.1"	136	"136.00"	136
"YP_003044882.1"	79	"79.00"	79
"YP_003044884.1"	42	"42.00"	42
"YP_003044885.1"	4	"4.00"	4
"YP_003044886.1"	58	"58.00"	58
"YP_003044887.1"	101	"101.00"	101
"YP_003044890.1"	31	"31.00"	31
"YP_003044892.1"	45	"45.00"	45
"YP_003044893.1"	1	"1.00"	1
"YP_003044894.1"	27	"27.00"	27
"YP_003044896.1"	22	"22.00"	22
"YP_003044899.1"	3	"3.00"	3
"YP_003044905.1"	2	"2.00"	2
"YP_003044906.1"	7	"7.00"	7
"YP_003044907.1"	50	"50.00"	50
"YP_003044909.1"	1	"1.00"	1
"YP_003044912.1"	1	"1.00"	1
"YP_003044913.1"	7	"7.00"	7
"YP_003044914.1"	3	"3.00"	3
"YP_003044915.1"	23	"23.00"	23
"YP_003044916.1"	30	"30.00"	30
"YP_003044920.1"	6	"6.00"	6
"YP_003044923.1"	21	"21.00"	21
"YP_003044924.1"	1	"1.00"	1
"YP_003044927.1"	256	"256.00"	256
"YP_003044930.1"	36	"36.00"	36
"YP_003044931.1"	24	"24.00"	24
"YP_003044932.1"	20	"20.00"	20
"YP_003044933.1"	9	"9.00"	9
"YP_003044936.1"	4	"4.00"	4
"YP_003044942.1"	2	"2.00"	2
"YP_003044943.1"	4	"4.00"	4
"YP_003044944.1"	15	"15.00"	15
"YP_003044945.1"	691	"690.00"	689
"YP_003044946.1"	76	"76.00"	76
"YP_003044947.1"	3	"3.00"	3
"YP_003044948.1"	8	"8.00"	8
"YP_003044952.1"	1	"1.00"	1
"YP_003044953.1"	6	"6.00"	6
"YP_003044956.1"	3	"3.00"	3
"YP_003044958.1"	5	"5.00"	5
"YP_003044959.1"	5	"5.00"	5
"YP_003044966.1"	1	"1.00"	1
"YP_003044971.1"	4	"4.00"	4
"YP_003044972.1"	55	"55.00"	55
"YP_003044973.1"	14	"14.00"	14
"YP_003044974.1"	8	"8.00"	8
"YP_003044976.1"	7	"7.00"	7
"YP_003044979.1"	22	"22.00"	22
"YP_003044981.1"	13	"11.50"	10
"YP_003044983.1"	1	"1.00"	1
"YP_003044984.1"	40	"40.00"	40
"YP_003044985.1"	4	"4.00"	4
"YP_003044986.1"	9	"9.00"	9
"YP_003044989.1"	2	"2.00"	2
"YP_003044990.1"	184	"184.00"	184
"YP_003044995.1"	41	"41.00"	41
"YP_003044997.1"	3	"3.00"	3
"YP_003044998.1"	53	"53.00"	53
"YP_003044999.1"	44	"44.00"	44
"YP_003045000.1"	5	"5.00"	5
"YP_003045002.1"	13	"13.00"	13
"YP_003045003.1"	14	"14.00"	14
"YP_003045007.1"	9	"9.00"	9
"YP_003045009.1"	3	"3.00"	3
"YP_003045011.1"	1	"1.00"	1
"YP_003045012.1"	2	"2.00"	2
"YP_003045014.1"	6	"6.00"	6
"YP_003045015.1"	2	"2.00"	2
"YP_003045016.1"	13	"13.00"	13
"YP_003045017.1"	72	"72.00"	72
"YP_003045018.1"	45	"45.00"	45
"YP_003045020.1"	72	"72.00"	72
"YP_003045021.1"	18	"18.00"	18
"YP_003045022.1"	133	"133.00"	133
"YP_003045023.1"	9	"9.00"	9
"YP_003045024.1"	1	"1.00"	1
"YP_003045025.1"	41	"41.00"	41
"YP_003045026.1"	7	"7.00"	7
"YP_003045028.1"	27	"27.00"	27
"YP_003045029.1"	10	"10.00"	10
"YP_003045032.1"	13	"13.00"	13
"YP_003045034.1"	150	"150.00"	150
"YP_003045035.1"	4	"4.00"	4
"YP_003045036.1"	2	"2.00"	2
"YP_003045037.1"	1	"1.00"	1
"YP_003045038.1"	10	"10.00"	10
"YP_003045039.1"	10	"10.00"	10
"YP_003045040.1"	2	"2.00"	2
"YP_003045042.1"	13	"13.00"	13
"YP_003045043.1"	9	"9.00"	9
"YP_003045044.1"	67	"67.00"	67
"YP_003045046.1"	1	"1.00"	1
"YP_003045047.1"	17	"17.00"	17
"YP_003045048.1"	3	"3.00"	3
"YP_003045051.1"	1	"1.00"	1
"YP_003045060.1"	2	"2.00"	2
"YP_003045061.1"	4	"4.00"	4
"YP_003045062.1"	8	"8.00"	8
"YP_003045065.1"	2	"2.00"	2
"YP_003045066.1"	27	"27.00"	27
"YP_003045068.1"	13	"13.00"	13
"YP_003045070.1"	50	"50.00"	50
"YP_003045073.1"	13	"13.00"	13
"YP_003045074.1"	3	"3.00"	3
"YP_003045075.1"	3	"3.00"	3
"YP_003045078.1"	1	"0.04"	0
"YP_003045080.1"	1	"1.00"	1
"YP_003045082.1"	2	"2.00"	2
"YP_003045085.1"	4	"4.00"	4
"YP_003045087.1"	22	"22.00"	22
"YP_003045090.1"	39	"39.00"	39
"YP_003045091.1"	5	"5.00"	5
"YP_003045093.1"	3	"3.00"	3
"YP_003045095.1"	10	"6.50"	3
"YP_003045096.1"	8	"8.00"	8
"YP_003045097.1"	1	"1.00"	1
"YP_003045099.1"	1	"1.00"	1
"YP_003045104.1"	45	"45.00"	45
"YP_003045106.1"	14	"14.00"	14
"YP_003045108.1"	24	"24.00"	24
"YP_003045109.1"	2	"2.00"	2
"YP_003045113.1"	26	"26.00"	26
"YP_003045115.1"	47	"46.00"	45
"YP_003045116.1"	48	"48.00"	48
"YP_003045117.1"	59	"59.00"	59
"YP_003045118.1"	54	"54.00"	54
"YP_003045119.1"	37	"37.00"	37
"YP_003045120.1"	28	"28.00"	28
"YP_003045121.1"	53	"53.00"	53
"YP_003045122.1"	14	"14.00"	14
"YP_003045123.1"	56	"56.00"	56
"YP_003045125.1"	140	"140.00"	140
"YP_003045126.1"	2	"1.00"	0
"YP_003045128.1"	1	"0.04"	0
"YP_003045130.1"	1	"1.00"	1
"YP_003045131.1"	18	"18.00"	18
"YP_003045133.1"	4	"4.00"	4
"YP_003045134.1"	5	"5.00"	5
"YP_003045135.1"	3	"3.00"	3
"YP_003045136.1"	42	"42.00"	42
"YP_003045138.1"	12	"12.00"	12
"YP_003045139.1"	24	"24.00"	24
"YP_003045140.1"	17	"17.00"	17
"YP_003045141.1"	40	"38.00"	36
"YP_003045142.1"	29	"29.00"	29
"YP_003045145.1"	1	"1.00"	1
"YP_003045148.1"	2	"1.00"	0
"YP_003045150.1"	2	"1.00"	0
"YP_003045153.1"	2	"2.00"	2
"YP_003045155.1"	1	"1.00"	1
"YP_003045160.1"	3	"3.00"	3
"YP_003045164.1"	21	"21.00"	21
"YP_003045165.1"	24	"24.00"	24
"YP_003045166.1"	11	"11.00"	11
"YP_003045169.1"	1	"1.00"	1
"YP_003045173.1"	6	"6.00"	6
"YP_003045174.1"	4	"4.00"	4
"YP_003045176.1"	1	"1.00"	1
"YP_003045177.1"	5	"5.00"	5
"YP_003045178.1"	14	"14.00"	14
"YP_003045179.1"	1	"1.00"	1
"YP_003045180.1"	23	"23.00"	23
"YP_003045197.1"	4	"4.00"	4
"YP_003045198.1"	3	"3.00"	3
"YP_003045205.1"	4	"4.00"	4
"YP_003045210.1"	5	"5.00"	5
"YP_003045213.1"	1	"1.00"	1
"YP_003045216.1"	1	"0.04"	0
"YP_003045218.1"	15	"15.00"	15
"YP_003045220.1"	3	"3.00"	3
"YP_003045221.1"	2	"2.00"	2
"YP_003045222.1"	4	"4.00"	4
"YP_003045224.1"	5	"5.00"	5
"YP_003045225.1"	5	"5.00"	5
"YP_003045226.1"	6	"6.00"	6
"YP_003045233.1"	1	"0.04"	0
"YP_003045236.1"	24	"24.00"	24
"YP_003045237.1"	116	"116.00"	116
"YP_003045244.1"	1	"1.00"	1
"YP_003045246.1"	10	"10.00"	10
"YP_003045247.1"	9	"9.00"	9
"YP_003045248.1"	2	"2.00"	2
"YP_003045254.1"	2	"2.00"	2
"YP_003045255.1"	74	"73.00"	72
"YP_003045256.1"	80	"80.00"	80
"YP_003045260.1"	1	"1.00"	1
"YP_003045265.1"	8	"8.00"	8
"YP_003045266.1"	2	"2.00"	2
"YP_003045268.1"	6	"6.00"	6
"YP_003045269.1"	1	"1.00"	1
"YP_003045270.1"	16	"16.00"	16
"YP_003045271.1"	189	"189.00"	189
"YP_003045272.1"	621	"621.00"	621
"YP_003045273.1"	17	"17.00"	17
"YP_003045274.1"	2	"2.00"	2
"YP_003045275.1"	60	"60.00"	60
"YP_003045276.1"	7	"7.00"	7
"YP_003045277.1"	4	"4.00"	4
"YP_003045278.1"	9	"9.00"	9
"YP_003045279.1"	8	"8.00"	8
"YP_003045281.1"	4	"4.00"	4
"YP_003045289.1"	20	"20.00"	20
"YP_003045290.1"	9	"9.00"	9
"YP_003045291.1"	42	"42.00"	42
"YP_003045294.1"	8	"8.00"	8
"YP_003045295.1"	2	"0.67"	0
"YP_003045296.1"	7	"7.00"	7
"YP_003045297.1"	4	"4.00"	4
"YP_003045298.1"	2	"2.00"	2
"YP_003045299.1"	1	"1.00"	1
"YP_003045300.1"	1	"1.00"	1
"YP_003045303.1"	5	"5.00"	5
"YP_003045304.1"	4	"4.00"	4
"YP_003045306.1"	12	"12.00"	12
"YP_003045307.1"	2	"2.00"	2
"YP_003045308.1"	66	"66.00"	66
"YP_003045309.1"	36	"36.00"	36
"YP_003045310.1"	4	"4.00"	4
"YP_003045311.1"	15	"15.00"	15
"YP_003045312.1"	3	"3.00"	3
"YP_003045313.1"	17	"17.00"	17
"YP_003045314.1"	1	"1.00"	1
"YP_003045315.1"	6	"6.00"	6
"YP_003045321.1"	1	"1.00"	1
"YP_003045326.1"	1	"1.00"	1
"YP_003045329.1"	3	"3.00"	3
"YP_003045334.1"	2	"2.00"	2
"YP_003045336.1"	1	"0.04"	0
"YP_003045338.1"	4	"4.00"	4
"YP_003045340.1"	12	"11.00"	10
"YP_003045349.1"	1	"1.00"	1
"YP_003045350.1"	104	"104.00"	104
"YP_003045351.1"	33	"33.00"	33
"YP_003045353.1"	67	"67.00"	67
"YP_003045354.1"	45	"45.00"	45
"YP_003045358.1"	80	"80.00"	80
"YP_003045359.1"	22	"22.00"	22
"YP_003045360.1"	67	"67.00"	67
"YP_003045361.1"	44	"44.00"	44
"YP_003045362.1"	27	"27.00"	27
"YP_003045368.1"	19	"19.00"	19
"YP_003045375.1"	4	"2.00"	0
"YP_003045379.1"	8	"8.00"	8
"YP_003045381.1"	2	"2.00"	2
"YP_003045382.1"	20	"20.00"	20
"YP_003045384.1"	1	"1.00"	1
"YP_003045385.1"	1	"1.00"	1
"YP_003045386.1"	2	"2.00"	2
"YP_003045387.1"	2	"2.00"	2
"YP_003045388.1"	9	"9.00"	9
"YP_003045389.1"	6	"6.00"	6
"YP_003045393.1"	5	"5.00"	5
"YP_003045395.1"	3	"3.00"	3
"YP_003045396.1"	10	"10.00"	10
"YP_003045398.1"	32	"32.00"	32
"YP_003045399.1"	6	"6.00"	6
"YP_003045400.1"	192	"192.00"	192
"YP_003045401.1"	116	"116.00"	116
"YP_003045402.1"	36	"36.00"	36
"YP_003045403.1"	150	"150.00"	150
"YP_003045404.1"	27	"27.00"	27
"YP_003045405.1"	4	"4.00"	4
"YP_003045406.1"	15	"15.00"	15
"YP_003045407.1"	18	"18.00"	18
"YP_003045408.1"	10	"10.00"	10
"YP_003045410.1"	19	"19.00"	19
"YP_003045411.1"	31	"31.00"	31
"YP_003045413.1"	93	"93.00"	93
"YP_003045414.1"	112	"112.00"	112
"YP_003045416.1"	28	"28.00"	28
"YP_003045417.1"	6	"6.00"	6
"YP_003045418.1"	6	"6.00"	6
"YP_003045420.1"	10	"10.00"	10
"YP_003045421.1"	16	"16.00"	16
"YP_003045423.1"	14	"14.00"	14
"YP_003045425.1"	4	"4.00"	4
"YP_003045426.1"	89	"88.50"	88
"YP_003045427.1"	59	"58.50"	58
"YP_003045428.1"	9	"9.00"	9
"YP_003045429.1"	58	"58.00"	58
"YP_003045432.1"	34	"34.00"	34
"YP_003045433.1"	51	"51.00"	51
"YP_003045435.1"	3	"3.00"	3
"YP_003045436.1"	16	"16.00"	16
"YP_003045437.1"	39	"39.00"	39
"YP_003045438.1"	9	"9.00"	9
"YP_003045440.1"	60	"60.00"	60
"YP_003045441.1"	6	"6.00"	6
"YP_003045442.1"	9	"9.00"	9
"YP_003045443.1"	10	"10.00"	10
"YP_003045446.1"	32	"32.00"	32
"YP_003045447.1"	18	"18.00"	18
"YP_003045448.1"	5	"5.00"	5
"YP_003045456.1"	9	"9.00"	9
"YP_003045457.1"	21	"21.00"	21
"YP_003045458.1"	23	"23.00"	23
"YP_003045459.1"	3	"3.00"	3
"YP_003045460.1"	29	"29.00"	29
"YP_003045461.1"	1	"0.04"	0
"YP_003045463.1"	3	"3.00"	3
"YP_003045465.1"	2	"2.00"	2
"YP_003045467.1"	11	"11.00"	11
"YP_003045475.1"	1	"1.00"	1
"YP_003045480.1"	11	"11.00"	11
"YP_003045482.1"	4	"4.00"	4
"YP_003045489.1"	39	"39.00"	39
"YP_003045493.1"	4	"4.00"	4
"YP_003045495.1"	3	"3.00"	3
"YP_003045497.1"	84	"84.00"	84
"YP_003045502.1"	21	"21.00"	21
"YP_003045503.1"	26	"26.00"	26
"YP_003045504.1"	1	"1.00"	1
"YP_003045505.1"	505	"505.00"	505
"YP_003045506.1"	95	"95.00"	95
"YP_003045507.1"	112	"112.00"	112
"YP_003045508.1"	53	"53.00"	53
"YP_003045509.1"	12	"12.00"	12
"YP_003045510.1"	1	"1.00"	1
"YP_003045511.1"	13	"13.00"	13
"YP_003045512.1"	35	"35.00"	35
"YP_003045513.1"	27	"27.00"	27
"YP_003045516.1"	100	"100.00"	100
"YP_003045517.1"	16	"16.00"	16
"YP_003045519.1"	25	"25.00"	25
"YP_003045520.1"	6	"6.00"	6
"YP_003045522.1"	35	"35.00"	35
"YP_003045523.1"	15	"15.00"	15
"YP_003045525.1"	6	"6.00"	6
"YP_003045526.1"	1	"1.00"	1
"YP_003045527.1"	3	"3.00"	3
"YP_003045529.1"	2	"2.00"	2
"YP_003045530.1"	2	"2.00"	2
"YP_003045532.1"	1	"1.00"	1
"YP_003045539.1"	1	"1.00"	1
"YP_003045545.1"	125	"125.00"	125
"YP_003045546.1"	24	"20.00"	16
"YP_003045547.1"	33	"27.00"	21
"YP_003045549.1"	7	"7.00"	7
"YP_003045550.1"	13	"8.00"	3
"YP_003045551.1"	2	"2.00"	2
"YP_003045552.1"	1	"1.00"	1
"YP_003045553.1"	12	"12.00"	12
"YP_003045554.1"	36	"36.00"	36
"YP_003045555.1"	1	"1.00"	1
"YP_003045556.1"	4	"4.00"	4
"YP_003045557.1"	3	"3.00"	3
"YP_003045558.1"	17	"17.00"	17
"YP_003045559.1"	74	"74.00"	74
"YP_003045560.1"	83	"83.00"	83
"YP_003045561.1"	44	"44.00"	44
"YP_003045562.1"	9	"9.00"	9
"YP_003045563.1"	55	"55.00"	55
"YP_003045576.1"	16	"16.00"	16
"YP_003045577.1"	18	"18.00"	18
"YP_003045578.1"	9	"9.00"	9
"YP_003045580.1"	48	"48.00"	48
"YP_003045581.1"	74	"74.00"	74
"YP_003045582.1"	36	"36.00"	36
"YP_003045583.1"	27	"27.00"	27
"YP_003045584.1"	43	"43.00"	43
"YP_003045587.1"	1	"1.00"	1
"YP_003045589.1"	99	"99.00"	99
"YP_003045590.1"	116	"116.00"	116
"YP_003045591.1"	12	"12.00"	12
"YP_003045592.1"	2	"2.00"	2
"YP_003045593.1"	45	"45.00"	45
"YP_003045594.1"	61	"61.00"	61
"YP_003045595.1"	30	"30.00"	30
"YP_003045596.1"	123	"123.00"	123
"YP_003045597.1"	44	"44.00"	44
"YP_003045598.1"	30	"30.00"	30
"YP_003045599.1"	8	"8.00"	8
"YP_003045600.1"	77	"77.00"	77
"YP_003045602.1"	25	"25.00"	25
"YP_003045603.1"	45	"45.00"	45
"YP_003045604.1"	6	"6.00"	6
"YP_003045605.1"	44	"44.00"	44
"YP_003045606.1"	6	"6.00"	6
"YP_003045607.1"	13	"13.00"	13
"YP_003045608.1"	29	"29.00"	29
"YP_003045609.1"	2	"2.00"	2
"YP_003045610.1"	4	"4.00"	4
"YP_003045611.1"	12	"12.00"	12
"YP_003045612.1"	98	"98.00"	98
"YP_003045613.1"	2	"2.00"	2
"YP_003045614.1"	15	"15.00"	15
"YP_003045615.1"	38	"38.00"	38
"YP_003045626.1"	1	"1.00"	1
"YP_003045630.1"	1	"1.00"	1
"YP_003045631.1"	2	"2.00"	2
"YP_003045633.1"	237	"237.00"	237
"YP_003045634.1"	8	"8.00"	8
"YP_003045635.1"	19	"19.00"	19
"YP_003045636.1"	4	"4.00"	4
"YP_003045638.1"	4	"4.00"	4
"YP_003045639.1"	350	"350.00"	350
"YP_003045641.1"	1	"0.04"	0
"YP_003045643.1"	2	"2.00"	2
"YP_003045644.1"	2	"2.00"	2
"YP_003045646.1"	1	"1.00"	1
"YP_003045647.1"	16	"16.00"	16
"YP_003045649.1"	5	"5.00"	5
"YP_003045650.1"	17	"17.00"	17
"YP_003045651.1"	43	"43.00"	43
"YP_003045652.1"	74	"74.00"	74
"YP_003045654.1"	57	"57.00"	57
"YP_003045655.1"	15	"15.00"	15
"YP_003045656.1"	7	"7.00"	7
"YP_003045657.1"	2	"2.00"	2
"YP_003045658.1"	1	"1.00"	1
"YP_003045659.1"	33	"33.00"	33
"YP_003045660.1"	1	"1.00"	1
"YP_003045662.1"	23	"23.00"	23
"YP_003045663.1"	6	"6.00"	6
"YP_003045664.1"	25	"25.00"	25
"YP_003045665.1"	9	"9.00"	9
"YP_003045667.1"	28	"28.00"	28
"YP_003045668.1"	53	"53.00"	53
"YP_003045670.1"	2	"2.00"	2
"YP_003045671.1"	217	"217.00"	217
"YP_003045672.1"	2	"2.00"	2
"YP_003045673.1"	13	"13.00"	13
"YP_003045674.1"	29	"29.00"	29
"YP_003045675.1"	101	"101.00"	101
"YP_003045677.1"	38	"38.00"	38
"YP_003045678.1"	74	"74.00"	74
"YP_003045679.1"	98	"96.00"	94
"YP_003045684.1"	71	"70.50"	70
"YP_003045685.1"	6	"6.00"	6
"YP_003045686.1"	18	"18.00"	18
"YP_003045687.1"	50	"50.00"	50
"YP_003045688.1"	56	"56.00"	56
"YP_003045690.1"	13	"13.00"	13
"YP_003045691.1"	50	"50.00"	50
"YP_003045692.1"	7	"7.00"	7
"YP_003045693.1"	1	"1.00"	1
"YP_003045694.1"	4	"4.00"	4
"YP_003045695.1"	4	"4.00"	4
"YP_003045697.1"	2	"2.00"	2
"YP_003045698.1"	2	"2.00"	2
"YP_003045701.1"	1	"1.00"	1
"YP_003045703.1"	1	"0.04"	0
"YP_003045704.1"	2	"2.00"	2
"YP_003045706.1"	25	"25.00"	25
"YP_003045707.1"	45	"45.00"	45
"YP_003045710.1"	12	"12.00"	12
"YP_003045714.1"	32	"32.00"	32
"YP_003045728.1"	22	"22.00"	22
"YP_003045729.1"	20	"20.00"	20
"YP_003045731.1"	58	"58.00"	58
"YP_003045732.1"	31	"31.00"	31
"YP_003045734.1"	5	"5.00"	5
"YP_003045735.1"	8	"6.00"	4
"YP_003045736.1"	194	"194.00"	194
"YP_003045737.1"	1	"1.00"	1
"YP_003045738.1"	78	"78.00"	78
"YP_003045739.1"	17	"17.00"	17
"YP_003045740.1"	7	"7.00"	7
"YP_003045743.1"	8	"8.00"	8
"YP_003045746.1"	4	"4.00"	4
"YP_003045747.1"	17	"17.00"	17
"YP_003045753.1"	6	"6.00"	6
"YP_003045754.1"	2	"1.00"	0
"YP_003045756.1"	4	"4.00"	4
"YP_003045764.1"	1	"1.00"	1
"YP_003045766.1"	4	"4.00"	4
"YP_003045772.1"	37	"37.00"	37
"YP_003045774.1"	4	"4.00"	4
"YP_003045780.1"	23	"22.00"	21
"YP_003045781.1"	8	"8.00"	8
"YP_003045782.1"	10	"10.00"	10
"YP_003045783.1"	10	"10.00"	10
"YP_003045784.1"	19	"19.00"	19
"YP_003045785.1"	17	"17.00"	17
"YP_003045786.1"	6	"6.00"	6
"YP_003045789.1"	5	"5.00"	5
"YP_003045790.1"	30	"30.00"	30
"YP_003045791.1"	5	"5.00"	5
"YP_003045796.1"	62	"62.00"	62
"YP_003045797.1"	137	"137.00"	137
"YP_003045798.1"	118	"118.00"	118
"YP_003045799.1"	12	"12.00"	12
"YP_003045811.1"	8	"8.00"	8
"YP_003045813.1"	352	"352.00"	352
"YP_003045814.1"	60	"60.00"	60
"YP_003045815.1"	1	"1.00"	1
"YP_003045816.1"	5	"5.00"	5
"YP_003045817.1"	3	"3.00"	3
"YP_003045818.1"	24	"24.00"	24
"YP_003045819.1"	1	"1.00"	1
"YP_003045820.1"	15	"15.00"	15
"YP_003045821.1"	6	"6.00"	6
"YP_003045824.1"	14	"14.00"	14
"YP_003045826.1"	3	"3.00"	3
"YP_003045827.1"	1	"1.00"	1
"YP_003045828.1"	14	"14.00"	14
"YP_003045829.1"	40	"40.00"	40
"YP_003045830.1"	1	"1.00"	1
"YP_003045831.1"	5	"3.50"	2
