"","rowname","short","md5sum","MURI","L","R","MURI_num"
"184","432","MURI_81_SA14140_GTGGCC_L004_R2_001.fastq.gz","a7810d14b07dae473e2c9074439a2fff","MURI_81 ","L004","R2",81
"185","433","MURI_82_SA14140_ACTGAT_L004_R1_001.fastq.gz","2267771778867f2ea53a1405a5e552aa","MURI_82 ","L004","R1",82
"186","434","MURI_82_SA14140_ACTGAT_L004_R2_001.fastq.gz","c2e0faae04210ea902aad58e2adde2dc","MURI_82 ","L004","R2",82
"187","435","MURI_83_SA14140_ATTCCT_L004_R1_001.fastq.gz","ded1189ee0d334076961cd8b079ccd5b","MURI_83 ","L004","R1",83
"188","437","MURI_83_SA15156_ATCACG_L004_R1_001.fastq.gz","2f8afda8f0ce9cb728c9351b771584e8","MURI_83 ","L004","R1",83
"189","436","MURI_83_SA14140_ATTCCT_L004_R2_001.fastq.gz","2ed03d538d367f822908a54f7b9eab16","MURI_83 ","L004","R2",83
"190","438","MURI_83_SA15156_ATCACG_L004_R2_001.fastq.gz","d885fc4bbe7f8ec041a78d47e180eda5","MURI_83 ","L004","R2",83
"191","439","MURI_84_SA14140_ATCACG_L004_R1_001.fastq.gz","73591b3659f3346b0c57917429f56be4","MURI_84 ","L004","R1",84
"192","440","MURI_84_SA14140_ATCACG_L004_R2_001.fastq.gz","d7ff52ace1ab0be56ba177e27c181ead","MURI_84 ","L004","R2",84
"193","441","MURI_85_SA14140_TTAGGC_L004_R1_001.fastq.gz","0407fdbf39d10b2a7f8f71750cbbcd81","MURI_85 ","L004","R1",85
"194","442","MURI_85_SA14140_TTAGGC_L004_R2_001.fastq.gz","14a20ee82548ff4514096ee11fd7ae02","MURI_85 ","L004","R2",85
"195","443","MURI_86_SA14140_TGACCA_L004_R1_001.fastq.gz","e6fbae13e365b9be13b8388435845f49","MURI_86 ","L004","R1",86
"196","444","MURI_86_SA14140_TGACCA_L004_R2_001.fastq.gz","61ccd8588f7205110751ef34e5a7b3cb","MURI_86 ","L004","R2",86
"197","445","MURI_87_SA14140_ACAGTG_L004_R1_001.fastq.gz","dc393a8e57f9ea488eacfd494f646ee8","MURI_87 ","L004","R1",87
"198","446","MURI_87_SA14140_ACAGTG_L004_R2_001.fastq.gz","e474ca69b4c27f721045c3a5809f2203","MURI_87 ","L004","R2",87
"199","447","MURI_88_SA14140_GCCAAT_L004_R1_001.fastq.gz","f0ff9591616a58d7d0becf8a58a3516b","MURI_88 ","L004","R1",88
"200","448","MURI_88_SA14140_GCCAAT_L004_R2_001.fastq.gz","677361271917567df6b836dd12be774f","MURI_88 ","L004","R2",88
"201","449","MURI_89_SA14140_CAGATC_L004_R1_001.fastq.gz","64f6a58568cf3f86bbd6d0e4b560f332","MURI_89 ","L004","R1",89
"202","450","MURI_89_SA14140_CAGATC_L004_R2_001.fastq.gz","7eca5cec0bd6dad1dc3acb4e5856a5fc","MURI_89 ","L004","R2",89
"203","451","MURI_90_SA14140_ACTTGA_L004_R1_001.fastq.gz","a49227cfff531686bf3f6b1a98d4a438","MURI_90 ","L004","R1",90
"204","452","MURI_90_SA14140_ACTTGA_L004_R2_001.fastq.gz","a0a1df2278cd7b1e7e8278fd0906f989","MURI_90 ","L004","R2",90
"205","453","MURI_91_SA14140_GATCAG_L004_R1_001.fastq.gz","20b5d97485f110e06e9613c49ab61014","MURI_91 ","L004","R1",91
"206","454","MURI_91_SA14140_GATCAG_L004_R2_001.fastq.gz","03606efda413874a0b224de414e5d8fe","MURI_91 ","L004","R2",91
"207","457","MURI_92_SA15008_TAGCTT_L001_R1_001.fastq.gz","19f26d548574f21bfa39f360cebbd093","MURI_92 ","L001","R1",92
"208","455","MURI_92_SA14140_TAGCTT_L004_R1_001.fastq.gz","791e3ff3eda432aa3127ad0d3bb2cb64","MURI_92 ","L004","R1",92
"209","458","MURI_92_SA15008_TAGCTT_L001_R2_001.fastq.gz","2bf9e1b423f00d5990f0ab13c87067fa","MURI_92 ","L001","R2",92
"210","456","MURI_92_SA14140_TAGCTT_L004_R2_001.fastq.gz","948ed493d366075ae30e3cbd16001935","MURI_92 ","L004","R2",92
"211","459","MURI_93_SA14141_GGCTAC_L003_R1_001.fastq.gz","c816fb0e0b0cb97ace3ee8b20e0ac17c","MURI_93 ","L003","R1",93
"212","460","MURI_93_SA14141_GGCTAC_L003_R2_001.fastq.gz","8c57f5f221fd0f65b8bb896d7396cb75","MURI_93 ","L003","R2",93
"213","461","MURI_94_SA14140_CTTGTA_L001_R1_001.fastq.gz","c9f66beb3134026c081a2eabc0ed12be","MURI_94 ","L001","R1",94
"214","462","MURI_94_SA14140_CTTGTA_L001_R2_001.fastq.gz","c074d287ca22b6c4ad138ab0e9764214","MURI_94 ","L001","R2",94
"215","463","MURI_95_SA14140_AGTCAA_L001_R1_001.fastq.gz","3ff1cad20f8c94d82ac03f4a51cdc3a2","MURI_95 ","L001","R1",95
"216","464","MURI_95_SA14140_AGTCAA_L001_R2_001.fastq.gz","c8b05f7263de439a438cd2e80550b750","MURI_95 ","L001","R2",95
"217","465","MURI_96_SA14140_AGTTCC_L001_R1_001.fastq.gz","67ad11882e2e549a66ef66913f85039c","MURI_96 ","L001","R1",96
"218","467","MURI_96_SA15008_AGTTCC_L004_R1_001.fastq.gz","de9d0e2750fdcacbac99632f423abe38","MURI_96 ","L004","R1",96
"219","466","MURI_96_SA14140_AGTTCC_L001_R2_001.fastq.gz","ebc3a42e4270472c2ff836a7c9fc9a14","MURI_96 ","L001","R2",96
"220","468","MURI_96_SA15008_AGTTCC_L004_R2_001.fastq.gz","f5324af6e5aa095cfd4906cef6fcca77","MURI_96 ","L004","R2",96
"221","473","MURI_97_SA14140_ATGTCA_L001_R1_001.fastq.gz","fa79d069e2a763ce7dfe9a5611e4b766","MURI_97 ","L001","R1",97
"222","469","MURI_97_SA14008_ATCACG_L005_R1_001.fastq.gz","8d5c32442a96e8d3b586dba5f1197af8","MURI_97 ","L005","R1",97
"223","471","MURI_97_SA14008_ATCACG_L006_R1_001.fastq.gz","0c927a76e2abc9f5b62de695f7771ef7","MURI_97 ","L006","R1",97
"224","474","MURI_97_SA14140_ATGTCA_L001_R2_001.fastq.gz","a21bdbfda24aaaa05bc83da3e0e90c06","MURI_97 ","L001","R2",97
"225","470","MURI_97_SA14008_ATCACG_L005_R2_001.fastq.gz","2317576d6d0fae58dec6da9ef9b70124","MURI_97 ","L005","R2",97
"226","472","MURI_97_SA14008_ATCACG_L006_R2_001.fastq.gz","219f079501e5e9936861acb112032e26","MURI_97 ","L006","R2",97
"227","479","MURI_98_SA14140_CCGTCC_L001_R1_001.fastq.gz","4313678766989be7cae6598340168b14","MURI_98 ","L001","R1",98
"228","475","MURI_98_SA14008_TTAGGC_L005_R1_001.fastq.gz","71eb1dd84f0eb1a5b55cf43ae7243184","MURI_98 ","L005","R1",98
"229","477","MURI_98_SA14008_TTAGGC_L006_R1_001.fastq.gz","8aa3e9618d6b4bcd26c27159549dd4c9","MURI_98 ","L006","R1",98
"230","480","MURI_98_SA14140_CCGTCC_L001_R2_001.fastq.gz","434b66c31cbb50deb0ca06085ee1eb84","MURI_98 ","L001","R2",98
"231","476","MURI_98_SA14008_TTAGGC_L005_R2_001.fastq.gz","630228a336d03357c3cb314cf4d40a84","MURI_98 ","L005","R2",98
"232","478","MURI_98_SA14008_TTAGGC_L006_R2_001.fastq.gz","db8f512bb136a182b4703fac0fb49b52","MURI_98 ","L006","R2",98
"233","485","MURI_99_SA14140_GTCCGC_L001_R1_001.fastq.gz","bf5aedd0612c86199d7257b9b2d54ec5","MURI_99 ","L001","R1",99
"234","481","MURI_99_SA14008_TGACCA_L005_R1_001.fastq.gz","9a052b457c16a989ac5b2309b6a83e75","MURI_99 ","L005","R1",99
"235","483","MURI_99_SA14008_TGACCA_L006_R1_001.fastq.gz","68685353674dfd2113df7f2270f1c264","MURI_99 ","L006","R1",99
"236","486","MURI_99_SA14140_GTCCGC_L001_R2_001.fastq.gz","47649b27fc592c8572706eafd763620c","MURI_99 ","L001","R2",99
"237","482","MURI_99_SA14008_TGACCA_L005_R2_001.fastq.gz","e3df6488c9bcecb2ad27ea2517ed1e44","MURI_99 ","L005","R2",99
"238","484","MURI_99_SA14008_TGACCA_L006_R2_001.fastq.gz","8895615e73595769a276db6871abc7cc","MURI_99 ","L006","R2",99
"239","5","MURI_100_SA14140_GTGGCC_L001_R1_001.fastq.gz","28b5afd22b04f61ac892143e29da86f7","MURI_100 ","L001","R1",100
"240","1","MURI_100_SA14008_ACAGTG_L005_R1_001.fastq.gz","b1c30d46e9f7b2fe91a960294d2f8560","MURI_100 ","L005","R1",100
"241","3","MURI_100_SA14008_ACAGTG_L006_R1_001.fastq.gz","1e3329656acb991ef10580cc84299c02","MURI_100 ","L006","R1",100
"242","6","MURI_100_SA14140_GTGGCC_L001_R2_001.fastq.gz","610bb60326a3671182edad541e4fbb8c","MURI_100 ","L001","R2",100
"243","2","MURI_100_SA14008_ACAGTG_L005_R2_001.fastq.gz","25fd85193e6686daad102ab57ad65ec6","MURI_100 ","L005","R2",100
"244","4","MURI_100_SA14008_ACAGTG_L006_R2_001.fastq.gz","c92a332ae512d162ef84b3e5b6fc0760","MURI_100 ","L006","R2",100
"245","11","MURI_101_SA14140_ACTGAT_L001_R1_001.fastq.gz","c0fed9a6252ba6b44a3422c8ce48d619","MURI_101 ","L001","R1",101
"246","7","MURI_101_SA14008_GCCAAT_L005_R1_001.fastq.gz","d74051479d5b4f2b95d95c92e5bbddaf","MURI_101 ","L005","R1",101
"247","9","MURI_101_SA14008_GCCAAT_L006_R1_001.fastq.gz","62e9d469dc9d17684a4cc46fae9a3d2e","MURI_101 ","L006","R1",101
"248","12","MURI_101_SA14140_ACTGAT_L001_R2_001.fastq.gz","076e1db0ccbabeb20028ca963087cbe2","MURI_101 ","L001","R2",101
"249","8","MURI_101_SA14008_GCCAAT_L005_R2_001.fastq.gz","37421dc403bde34248b8eb2db7a7d1b2","MURI_101 ","L005","R2",101
"250","10","MURI_101_SA14008_GCCAAT_L006_R2_001.fastq.gz","15142d42443edaf067a6bd3799f025ff","MURI_101 ","L006","R2",101
"251","19","MURI_102_SA14140_ATTCCT_L001_R1_001.fastq.gz","b27fe2ca0843df6a01ec6b9f3a8f1994","MURI_102 ","L001","R1",102
"252","13","MURI_102_SA14008_CAGATC_L005_R1_001.fastq.gz","087a807aa9495ae4e29dfc067223ca16","MURI_102 ","L005","R1",102
"253","15","MURI_102_SA14008_CAGATC_L006_R1_001.fastq.gz","3f009a18a7561a86c513055d4d43ff90","MURI_102 ","L006","R1",102
"254","17","MURI_102_SA14032_CAGATC_L006_R1_001.fastq.gz","ab438667966f686df9694d9eea7954ec","MURI_102 ","L006","R1",102
"255","20","MURI_102_SA14140_ATTCCT_L001_R2_001.fastq.gz","016746cc1f0f14693191a3e11bc98010","MURI_102 ","L001","R2",102
"256","14","MURI_102_SA14008_CAGATC_L005_R2_001.fastq.gz","723962f17cb1c410970405dc988d92ff","MURI_102 ","L005","R2",102
"257","16","MURI_102_SA14008_CAGATC_L006_R2_001.fastq.gz","2652d88bbe9241ba3164ce9e263f27e0","MURI_102 ","L006","R2",102
"258","18","MURI_102_SA14032_CAGATC_L006_R2_001.fastq.gz","53a393fcc59047539e540947ddd7e8b3","MURI_102 ","L006","R2",102
"259","21","MURI_103_SA14008_ACTTGA_L005_R1_001.fastq.gz","f2da7d9cac3feea29839d11492971212","MURI_103 ","L005","R1",103
"260","23","MURI_103_SA14008_ACTTGA_L006_R1_001.fastq.gz","216c09034d11d3ce02fbd569084123b0","MURI_103 ","L006","R1",103
"261","25","MURI_103_SA14032_ACTTGA_L006_R1_001.fastq.gz","590589d74c8f7c3b4e49a5fe2f854f61","MURI_103 ","L006","R1",103
"262","22","MURI_103_SA14008_ACTTGA_L005_R2_001.fastq.gz","8fa4b742cffa9f02678e6550f50389ae","MURI_103 ","L005","R2",103
"263","24","MURI_103_SA14008_ACTTGA_L006_R2_001.fastq.gz","e95071ea40b67252caa6444050e60d76","MURI_103 ","L006","R2",103
"264","26","MURI_103_SA14032_ACTTGA_L006_R2_001.fastq.gz","d8bead3e50935da2857bfe05abc31d0a","MURI_103 ","L006","R2",103
"265","35","MURI_104_SA14200_ATCACG_L002_R1_001.fastq.gz","37c3a43b07087406a22eca877dec51b2","MURI_104 ","L002","R1",104
"266","27","MURI_104_SA14008_GATCAG_L005_R1_001.fastq.gz","64a8f1b239f0531d0dc6e042e31cfd5b","MURI_104 ","L005","R1",104
"267","29","MURI_104_SA14008_GATCAG_L006_R1_001.fastq.gz","4bfcb3d3e167e5c723cdb294856d857f","MURI_104 ","L006","R1",104
"268","31","MURI_104_SA14008_GATCAG_L007_R1_001.fastq.gz","4075a9a4c9195b79a55d155e2ce79b89","MURI_104 ","L007","R1",104
"269","33","MURI_104_SA14008_GATCAG_L008_R1_001.fastq.gz","d0a28a09dd4214142245993e316e1925","MURI_104 ","L008","R1",104
"270","36","MURI_104_SA14200_ATCACG_L002_R2_001.fastq.gz","6641a46159bba7e7e6b49d637d3e5710","MURI_104 ","L002","R2",104
"271","28","MURI_104_SA14008_GATCAG_L005_R2_001.fastq.gz","9c0182fa40713e4145510675ed547342","MURI_104 ","L005","R2",104
"272","30","MURI_104_SA14008_GATCAG_L006_R2_001.fastq.gz","4bb9a01bb91d32e5a6a7dc5fceb1b851","MURI_104 ","L006","R2",104
"273","32","MURI_104_SA14008_GATCAG_L007_R2_001.fastq.gz","390b3cf927f6d49decc802b7de8e7195","MURI_104 ","L007","R2",104
"274","34","MURI_104_SA14008_GATCAG_L008_R2_001.fastq.gz","3a3e041441b8db74b182faf05935d289","MURI_104 ","L008","R2",104
"275","37","MURI_105_SA14008_TAGCTT_L005_R1_001.fastq.gz","4cb6115e9266c61e004f9bcd79f06b00","MURI_105 ","L005","R1",105
"276","39","MURI_105_SA14008_TAGCTT_L006_R1_001.fastq.gz","015c6360ca39863349dd9f4254e7e36e","MURI_105 ","L006","R1",105
"277","41","MURI_105_SA14008_TAGCTT_L007_R1_001.fastq.gz","94e7e136db9c94148bcda65a567b6700","MURI_105 ","L007","R1",105
"278","45","MURI_105_SA14200_TTAGGC_L007_R1_001.fastq.gz","0539ddbea11eafa470ba4e947e4907f6","MURI_105 ","L007","R1",105
"279","43","MURI_105_SA14008_TAGCTT_L008_R1_001.fastq.gz","2f2ceeb849235ec3cff19c5ec744610f","MURI_105 ","L008","R1",105
"280","47","MURI_105_SA14200_TTAGGC_L008_R1_001.fastq.gz","90ac305f32fdea061e81f11683128699","MURI_105 ","L008","R1",105
"281","38","MURI_105_SA14008_TAGCTT_L005_R2_001.fastq.gz","5d08f9118f9b778ed6966282b6d595fe","MURI_105 ","L005","R2",105
"282","40","MURI_105_SA14008_TAGCTT_L006_R2_001.fastq.gz","28b8c7a506f77b6f1d34d3085555db9e","MURI_105 ","L006","R2",105
"283","42","MURI_105_SA14008_TAGCTT_L007_R2_001.fastq.gz","d9af087453b280e261395ad35a722804","MURI_105 ","L007","R2",105
"284","46","MURI_105_SA14200_TTAGGC_L007_R2_001.fastq.gz","e5b77edc7ad3249d2817c4b9f26c2059","MURI_105 ","L007","R2",105
"285","44","MURI_105_SA14008_TAGCTT_L008_R2_001.fastq.gz","6eac47ea177bd52547aceba8a726d261","MURI_105 ","L008","R2",105
"286","48","MURI_105_SA14200_TTAGGC_L008_R2_001.fastq.gz","473bcc3500b7187c8f15bd718656c399","MURI_105 ","L008","R2",105
"287","49","MURI_106_SA14200_TGACCA_L007_R1_001.fastq.gz","c1c2551851998d4a1217390c4d886b0d","MURI_106 ","L007","R1",106
"288","51","MURI_106_SA14200_TGACCA_L008_R1_001.fastq.gz","646c681c15600e6df374cb3af23e8e8d","MURI_106 ","L008","R1",106
"289","50","MURI_106_SA14200_TGACCA_L007_R2_001.fastq.gz","9ae3d7909373cdb45f201a89efda9d51","MURI_106 ","L007","R2",106
"290","52","MURI_106_SA14200_TGACCA_L008_R2_001.fastq.gz","8983a9c8f63a8e75d7ff2b1c65791d73","MURI_106 ","L008","R2",106
"291","53","MURI_107_SA14140_ACAGTG_L001_R1_001.fastq.gz","154bd566dfb79baa0a9a6a07142728d5","MURI_107 ","L001","R1",107
"292","54","MURI_107_SA14140_ACAGTG_L001_R2_001.fastq.gz","62cb4bf4f7244c63663aa1179f02eb3d","MURI_107 ","L001","R2",107
"293","55","MURI_108_SA14140_GCCAAT_L001_R1_001.fastq.gz","bc3ef343f4df4b880e3eb572cb2d73d8","MURI_108 ","L001","R1",108
"294","56","MURI_108_SA14140_GCCAAT_L001_R2_001.fastq.gz","a3b6d7010686bac010a811f7c68c6193","MURI_108 ","L001","R2",108
"295","57","MURI_109_SA14140_CAGATC_L001_R1_001.fastq.gz","a9ce2277fc6677a771a0dc64ec6c72ae","MURI_109 ","L001","R1",109
"296","58","MURI_109_SA14140_CAGATC_L001_R2_001.fastq.gz","1ba05807cb4d1cbaab7a6d24aca45a64","MURI_109 ","L001","R2",109
"297","59","MURI_110_SA14140_ACTTGA_L001_R1_001.fastq.gz","01f2d1b0fc62ff6bf0d3ae4195d46be7","MURI_110 ","L001","R1",110
"298","60","MURI_110_SA14140_ACTTGA_L001_R2_001.fastq.gz","7352086c9ea4298dac51740139fd20b5","MURI_110 ","L001","R2",110
"299","61","MURI_111_SA14140_GATCAG_L001_R1_001.fastq.gz","cbb383a4639a35ced373743dd75601e3","MURI_111 ","L001","R1",111
"300","62","MURI_111_SA14140_GATCAG_L001_R2_001.fastq.gz","bb5bfe8fe8f1916e7fe9349e0b448bc9","MURI_111 ","L001","R2",111
"301","63","MURI_112_SA14140_TAGCTT_L001_R1_001.fastq.gz","1d710da6133bd9a0b0b2d39875e452be","MURI_112 ","L001","R1",112
"302","64","MURI_112_SA14140_TAGCTT_L001_R2_001.fastq.gz","63c0219ec423090f74067e794c60f729","MURI_112 ","L001","R2",112
"303","65","MURI_113_SA14140_GGCTAC_L001_R1_001.fastq.gz","bd9c32260c5058822357a4daa0996731","MURI_113 ","L001","R1",113
"304","66","MURI_113_SA14140_GGCTAC_L001_R2_001.fastq.gz","0c508813ee9e34be30be497c4dbb9ad1","MURI_113 ","L001","R2",113
"305","69","MURI_114_SA15008_CTTGTA_L001_R1_001.fastq.gz","25384b1dfdf4937e0baffab948534805","MURI_114 ","L001","R1",114
"306","67","MURI_114_SA14140_CTTGTA_L003_R1_001.fastq.gz","179ad30b5589bf11efed35c5e55c3138","MURI_114 ","L003","R1",114
"307","70","MURI_114_SA15008_CTTGTA_L001_R2_001.fastq.gz","b65d5084b26360ed1a2edd22f77d726b","MURI_114 ","L001","R2",114
"308","68","MURI_114_SA14140_CTTGTA_L003_R2_001.fastq.gz","d470df75a5a8bde6ace91bab42236525","MURI_114 ","L003","R2",114
"309","71","MURI_115_SA14140_AGTCAA_L003_R1_001.fastq.gz","10c2661f5b7412e29d50593702b35d2c","MURI_115 ","L003","R1",115
"310","72","MURI_115_SA14140_AGTCAA_L003_R2_001.fastq.gz","b8bd2ee2ab0bc47f578f96aae7ea52f0","MURI_115 ","L003","R2",115
"311","73","MURI_116_SA14140_AGTTCC_L003_R1_001.fastq.gz","7bb44972c81c11a9c6bcf97c8ab39e44","MURI_116 ","L003","R1",116
"312","74","MURI_116_SA14140_AGTTCC_L003_R2_001.fastq.gz","599e289849a1ab81ff145a963e9a5e2f","MURI_116 ","L003","R2",116
"313","75","MURI_117_SA14140_ATGTCA_L003_R1_001.fastq.gz","2f836b9186bf5bc0a4c91c32126ff43a","MURI_117 ","L003","R1",117
"314","76","MURI_117_SA14140_ATGTCA_L003_R2_001.fastq.gz","8ade9ff18aab1797d19576b1a0ecb0a3","MURI_117 ","L003","R2",117
"315","77","MURI_118_SA14140_CCGTCC_L003_R1_001.fastq.gz","ccf138d052f3516425485a2a5d9025c8","MURI_118 ","L003","R1",118
"316","78","MURI_118_SA14140_CCGTCC_L003_R2_001.fastq.gz","fd047536f405239ca3041c9412852fc3","MURI_118 ","L003","R2",118
"317","79","MURI_119_SA14140_GTCCGC_L003_R1_001.fastq.gz","bf9d282de633f0feeb9d19d87299908c","MURI_119 ","L003","R1",119
"318","80","MURI_119_SA14140_GTCCGC_L003_R2_001.fastq.gz","e9f52237dee05bc7ac7ff6861142c2d1","MURI_119 ","L003","R2",119
"319","81","MURI_120_SA14140_GTGGCC_L003_R1_001.fastq.gz","ce57687c593c84c743e14354dfef4860","MURI_120 ","L003","R1",120
"320","82","MURI_120_SA14140_GTGGCC_L003_R2_001.fastq.gz","da3da2649122b2e4c0a6053c4ec1fe47","MURI_120 ","L003","R2",120
"321","83","MURI_121_SA14140_GTTTCG_L003_R1_001.fastq.gz","9a3390892c7aac5b1fee1229edd64b2c","MURI_121 ","L003","R1",121
"322","84","MURI_121_SA14140_GTTTCG_L003_R2_001.fastq.gz","07962ddf1e1e0f79da91c1a0eecf9a82","MURI_121 ","L003","R2",121
"323","85","MURI_122_SA14140_ACTGAT_L003_R1_001.fastq.gz","2f7de56ff133acea54fe755918bd1f7b","MURI_122 ","L003","R1",122
"324","86","MURI_122_SA14140_ACTGAT_L003_R2_001.fastq.gz","ecc4ba1dcc1f96794d5af453e7b88235","MURI_122 ","L003","R2",122
"325","87","MURI_123_SA14140_ATTCCT_L003_R1_001.fastq.gz","2761069a41cd406a7c1fd65d385533dc","MURI_123 ","L003","R1",123
"326","88","MURI_123_SA14140_ATTCCT_L003_R2_001.fastq.gz","994e69a20013a94641ca345561efc0a8","MURI_123 ","L003","R2",123
"327","91","MURI_124_SA15008_ATCACG_L001_R1_001.fastq.gz","2a8017a67b25711ed503dab380bb39ac","MURI_124 ","L001","R1",124
"328","89","MURI_124_SA14200_ATCACG_L006_R1_001.fastq.gz","30f4fe0ae2ec66d89c1176f715caf636","MURI_124 ","L006","R1",124
"329","92","MURI_124_SA15008_ATCACG_L001_R2_001.fastq.gz","09cbf36d420a349cefe4602202c6e16e","MURI_124 ","L001","R2",124
"330","90","MURI_124_SA14200_ATCACG_L006_R2_001.fastq.gz","317a1955b3f6d954f9778c8f1fa5235f","MURI_124 ","L006","R2",124
"331","93","MURI_125_SA14141_TTAGGC_L004_R1_001.fastq.gz","721a781cb6a7c10b706bda2e9dc42e11","MURI_125 ","L004","R1",125
"332","94","MURI_125_SA14141_TTAGGC_L004_R2_001.fastq.gz","a53de321d4a752473ed852fe5f9ed1ac","MURI_125 ","L004","R2",125
"333","97","MURI_126_SA15008_TGACCA_L003_R1_001.fastq.gz","8ca1c28b5e195fd6e1cfc33ad8c64a5f","MURI_126 ","L003","R1",126
"334","95","MURI_126_SA14141_TGACCA_L004_R1_001.fastq.gz","a338c0b7705ce19d95fbaf46a64361bb","MURI_126 ","L004","R1",126
"335","98","MURI_126_SA15008_TGACCA_L003_R2_001.fastq.gz","b58ef53e0245af84e3884143cc4a80d3","MURI_126 ","L003","R2",126
"336","96","MURI_126_SA14141_TGACCA_L004_R2_001.fastq.gz","a313026c5be3e9bda935f1cac49ab27d","MURI_126 ","L004","R2",126
"337","99","MURI_127_SA14140_ACAGTG_L003_R1_001.fastq.gz","6aa9332a6225e0db6a0131401d890902","MURI_127 ","L003","R1",127
"338","100","MURI_127_SA14140_ACAGTG_L003_R2_001.fastq.gz","0893054b9f2493b3b4537ea07c328553","MURI_127 ","L003","R2",127
"339","101","MURI_128_SA14140_GCCAAT_L003_R1_001.fastq.gz","d7732656aa2368ab964af546e7959e46","MURI_128 ","L003","R1",128
"340","102","MURI_128_SA14140_GCCAAT_L003_R2_001.fastq.gz","8240fc18ad3e6889f45b054cfeb751d9","MURI_128 ","L003","R2",128
"341","103","MURI_129_SA14140_CAGATC_L003_R1_001.fastq.gz","e3fbbcaf58f09232d0785846d2419cbf","MURI_129 ","L003","R1",129
"342","104","MURI_129_SA14140_CAGATC_L003_R2_001.fastq.gz","510d7d337ae8cd6711437cf1f0f31cc7","MURI_129 ","L003","R2",129
"343","105","MURI_130_SA14140_ACTTGA_L003_R1_001.fastq.gz","4360bd8ae1793484bfb0ddfb3dd8f627","MURI_130 ","L003","R1",130
"344","107","MURI_130_SA15156_CGATGT_L004_R1_001.fastq.gz","c6f99032e135453e31ffb690814653ae","MURI_130 ","L004","R1",130
"345","106","MURI_130_SA14140_ACTTGA_L003_R2_001.fastq.gz","956a6ce1cfc25a6860aa1b24432196da","MURI_130 ","L003","R2",130
"346","108","MURI_130_SA15156_CGATGT_L004_R2_001.fastq.gz","b08d898e4754c5bb7ab1e75323a9dc31","MURI_130 ","L004","R2",130
"347","109","MURI_131_SA14140_GATCAG_L003_R1_001.fastq.gz","24b920182ae843b2e8cd09d1a26bdc99","MURI_131 ","L003","R1",131
"348","110","MURI_131_SA14140_GATCAG_L003_R2_001.fastq.gz","89a398d4eff24c6895855cf44a4318f9","MURI_131 ","L003","R2",131
"349","111","MURI_132_SA14140_TAGCTT_L003_R1_001.fastq.gz","2806b22ffdf47f57330e4e05a3e26a90","MURI_132 ","L003","R1",132
"350","112","MURI_132_SA14140_TAGCTT_L003_R2_001.fastq.gz","38754ffdf31d529542443ed6315b9d4a","MURI_132 ","L003","R2",132
"351","113","MURI_133_SA14140_GGCTAC_L003_R1_001.fastq.gz","379209277ecc4c7682edc83f879481f2","MURI_133 ","L003","R1",133
"352","114","MURI_133_SA14140_GGCTAC_L003_R2_001.fastq.gz","492755ef8abc7fbb55fe1aea3e410707","MURI_133 ","L003","R2",133
"353","115","MURI_134_SA14141_CTTGTA_L003_R1_001.fastq.gz","22e0560c50bffb92d670404fafc6aa64","MURI_134 ","L003","R1",134
"354","117","MURI_134_SA15156_TTAGGC_L004_R1_001.fastq.gz","911eb900fea320282463ea227325a185","MURI_134 ","L004","R1",134
"355","116","MURI_134_SA14141_CTTGTA_L003_R2_001.fastq.gz","b08d4f2adee587369fb00984e7df6cd6","MURI_134 ","L003","R2",134
"356","118","MURI_134_SA15156_TTAGGC_L004_R2_001.fastq.gz","9912020dec75f5ce2d2291d10f763f47","MURI_134 ","L004","R2",134
"357","119","MURI_135_SA14217_ATCACG_L003_R1_001.fastq.gz","4851632d4cdd49aa1a053dca02ce8808","MURI_135 ","L003","R1",135
"358","121","MURI_135_SA14217_ATCACG_L004_R1_001.fastq.gz","4599119ec4e7fdd66af1c1f9f5f6c8c2","MURI_135 ","L004","R1",135
"359","120","MURI_135_SA14217_ATCACG_L003_R2_001.fastq.gz","6f495919d8cfd6ee12b25ae3877e716d","MURI_135 ","L003","R2",135
"360","122","MURI_135_SA14217_ATCACG_L004_R2_001.fastq.gz","6250488944eec8a17627a3aea5893828","MURI_135 ","L004","R2",135
"361","123","MURI_136_SA14141_CAGATC_L003_R1_001.fastq.gz","58e443e77afdf4cca82e4a0911654530","MURI_136 ","L003","R1",136
"362","124","MURI_136_SA14141_CAGATC_L003_R2_001.fastq.gz","c8037fc267cbd19d2f4750578568a193","MURI_136 ","L003","R2",136
"363","127","MURI_137_SA15008_ACTTGA_L001_R1_001.fastq.gz","78ad0403275083c6a354472ca2933d32","MURI_137 ","L001","R1",137
"364","125","MURI_137_SA14141_ACTTGA_L003_R1_001.fastq.gz","e79036afe1226d878ca99286ea15c5a6","MURI_137 ","L003","R1",137
"365","128","MURI_137_SA15008_ACTTGA_L001_R2_001.fastq.gz","3b2d7aeb6b3f62105f549ab34c775e4d","MURI_137 ","L001","R2",137
"366","126","MURI_137_SA14141_ACTTGA_L003_R2_001.fastq.gz","65d5108d968fd5f2c10b1a327b4b8183","MURI_137 ","L003","R2",137
"367","129","MURI_138_SA14141_GATCAG_L003_R1_001.fastq.gz","44f5312b75884975db12f813c8784208","MURI_138 ","L003","R1",138
