"","geneName","type"
"1892","ECB_01892","RNA"
"1893","ECB_01893","RNA"
"1894","ECB_01894","RNA"
"1895","ECB_01895","RNA"
"1896","ECB_01896","RNA"
"1897","ECB_01897","RNA"
"1898","ECB_01898","RNA"
"1899","ECB_01899","RNA"
"1900","ECB_01900","RNA"
"1901","ECB_01901","RNA"
"1902","ECB_01902","RNA"
"1903","ECB_01903","RNA"
"1904","ECB_01904","RNA"
"1905","ECB_01905","RNA"
"1906","ECB_01906","RNA"
"1907","ECB_01907","RNA"
"1908","ECB_01908","RNA"
"1909","ECB_01909","RNA"
"1910","ECB_01910","RNA"
"1911","ECB_01911","RNA"
"1912","ECB_01912","RNA"
"1913","ECB_01913","RNA"
"1914","ECB_01914","RNA"
"1915","ECB_01915","RNA"
"1916","ECB_01916","RNA"
"1917","ECB_01917","RNA"
"1918","ECB_01918","RNA"
"1919","ECB_01919","RNA"
"1920","ECB_01920","RNA"
"1921","ECB_01921","RNA"
"1922","ECB_01922","RNA"
"1923","ECB_01923","RNA"
"1924","ECB_01924","RNA"
"1925","ECB_01925","RNA"
"1926","ECB_01926","RNA"
"1927","ECB_01927","RNA"
"1928","ECB_01928","RNA"
"1929","ECB_01929","RNA"
"1930","ECB_01930","RNA"
"1931","ECB_01931","RNA"
"1932","ECB_01932","RNA"
"1933","ECB_01933","RNA"
"1934","ECB_01934","RNA"
"1935","ECB_01935","RNA"
"1936","ECB_01936","RNA"
"1937","ECB_01937","RNA"
"1938","ECB_01938","RNA"
"1939","ECB_01939","RNA"
"1940","ECB_01940","RNA"
"1941","ECB_01941","RNA"
"1942","ECB_01942","RNA"
"1943","ECB_01943","RNA"
"1944","ECB_01944","RNA"
"1945","ECB_01945","RNA"
"1946","ECB_01946","RNA"
"1947","ECB_01947","RNA"
"1948","ECB_01948","RNA"
"1949","ECB_01949","RNA"
"1950","ECB_01950","RNA"
"1951","ECB_01951","RNA"
"1952","ECB_01952","RNA"
"1953","ECB_01953","RNA"
"1954","ECB_01954","RNA"
"1955","ECB_01955","RNA"
"1956","ECB_01956","RNA"
"1957","ECB_01957","RNA"
"1958","ECB_01958","RNA"
"1959","ECB_01959","RNA"
"1960","ECB_01960","RNA"
"1961","ECB_01961","RNA"
"1962","ECB_01962","RNA"
"1963","ECB_01963","RNA"
"1964","ECB_01964","RNA"
"1965","ECB_01965","RNA"
"1966","ECB_01966","RNA"
"1967","ECB_01967","RNA"
"1968","ECB_01968","RNA"
"1969","ECB_01969","RNA"
"1970","ECB_01970","RNA"
"1971","ECB_01971","RNA"
"1972","ECB_01972","RNA"
"1973","ECB_01973","RNA"
"1974","ECB_01974","RNA"
"1975","ECB_01975","RNA"
"1976","ECB_01976","RNA"
"1977","ECB_01977","RNA"
"1978","ECB_01978","RNA"
"1979","ECB_01979","RNA"
"1980","ECB_01980","RNA"
"1981","ECB_01981","RNA"
"1982","ECB_01982","RNA"
"1983","ECB_01983","RNA"
"1984","ECB_01984","RNA"
"1985","ECB_01985","RNA"
"1986","ECB_01986","RNA"
"1987","ECB_01987","RNA"
"1988","ECB_01988","RNA"
"1989","ECB_01989","RNA"
"1990","ECB_01990","RNA"
"1991","ECB_01991","RNA"
"1992","ECB_01992","RNA"
"1993","ECB_01993","RNA"
"1994","ECB_01994","RNA"
"1995","ECB_01995","RNA"
"1996","ECB_01996","RNA"
"1997","ECB_01997","RNA"
"1998","ECB_01998","RNA"
"1999","ECB_01999","RNA"
"2000","ECB_02000","RNA"
"2001","ECB_02001","RNA"
"2002","ECB_02002","RNA"
"2003","ECB_02003","RNA"
"2004","ECB_02004","RNA"
"2005","ECB_02005","RNA"
"2006","ECB_02006","RNA"
"2007","ECB_02007","RNA"
"2008","ECB_02008","RNA"
"2009","ECB_02009","RNA"
"2010","ECB_02010","RNA"
"2011","ECB_02011","RNA"
"2012","ECB_02012","RNA"
"2013","ECB_02013","RNA"
"2014","ECB_02014","RNA"
"2015","ECB_02015","RNA"
"2016","ECB_02016","RNA"
"2017","ECB_02017","RNA"
"2018","ECB_02018","RNA"
"2019","ECB_02019","RNA"
"2020","ECB_02020","RNA"
"2021","ECB_02021","RNA"
"2022","ECB_02022","RNA"
"2023","ECB_02023","RNA"
"2024","ECB_02024","RNA"
"2025","ECB_02025","RNA"
"2026","ECB_02026","RNA"
"2027","ECB_02027","RNA"
"2028","ECB_02028","RNA"
"2029","ECB_02029","RNA"
"2030","ECB_02030","RNA"
"2031","ECB_02031","RNA"
"2032","ECB_02032","RNA"
"2033","ECB_02033","RNA"
"2034","ECB_02034","RNA"
"2035","ECB_02035","RNA"
"2036","ECB_02036","RNA"
"2037","ECB_02037","RNA"
"2038","ECB_02038","RNA"
"2039","ECB_02039","RNA"
"2040","ECB_02040","RNA"
"2041","ECB_02041","RNA"
"2042","ECB_02042","RNA"
"2043","ECB_02043","RNA"
"2044","ECB_02044","RNA"
"2045","ECB_02045","RNA"
"2046","ECB_02046","RNA"
"2047","ECB_02047","RNA"
"2048","ECB_02048","RNA"
"2049","ECB_02049","RNA"
"2050","ECB_02050","RNA"
"2051","ECB_02051","RNA"
"2052","ECB_02052","RNA"
"2053","ECB_02053","RNA"
"2054","ECB_02054","RNA"
"2055","ECB_02055","RNA"
"2056","ECB_02056","RNA"
"2057","ECB_02057","RNA"
"2058","ECB_02058","RNA"
"2059","ECB_02059","RNA"
"2060","ECB_02060","RNA"
"2061","ECB_02061","RNA"
"2062","ECB_02062","RNA"
"2063","ECB_02063","RNA"
"2064","ECB_02064","RNA"
"2065","ECB_02065","RNA"
"2066","ECB_02066","RNA"
"2067","ECB_02067","RNA"
"2068","ECB_02068","RNA"
"2069","ECB_02069","RNA"
"2070","ECB_02070","RNA"
"2071","ECB_02071","RNA"
"2072","ECB_02072","RNA"
"2073","ECB_02073","RNA"
"2074","ECB_02074","RNA"
"2075","ECB_02075","RNA"
"2076","ECB_02076","RNA"
"2077","ECB_02077","RNA"
"2078","ECB_02078","RNA"
"2079","ECB_02079","RNA"
"2080","ECB_02080","RNA"
"2081","ECB_02081","RNA"
"2082","ECB_02082","RNA"
"2083","ECB_02083","RNA"
"2084","ECB_02084","RNA"
"2085","ECB_02085","RNA"
"2086","ECB_02086","RNA"
"2087","ECB_02087","RNA"
"2088","ECB_02088","RNA"
"2089","ECB_02089","RNA"
"2090","ECB_02090","RNA"
"2091","ECB_02091","RNA"
"2092","ECB_02092","RNA"
"2093","ECB_02093","RNA"
"2094","ECB_02094","RNA"
"2095","ECB_02095","RNA"
"2096","ECB_02096","RNA"
"2097","ECB_02097","RNA"
"2098","ECB_02098","RNA"
"2099","ECB_02099","RNA"
"2100","ECB_02100","RNA"
"2101","ECB_02101","RNA"
"2102","ECB_02102","RNA"
"2103","ECB_02103","RNA"
"2104","ECB_02104","RNA"
"2105","ECB_02105","RNA"
"2106","ECB_02106","RNA"
"2107","ECB_02107","RNA"
"2108","ECB_02108","RNA"
"2109","ECB_02109","RNA"
"2110","ECB_02110","RNA"
"2111","ECB_02111","RNA"
"2112","ECB_02112","RNA"
"2113","ECB_02113","RNA"
"2114","ECB_02114","RNA"
"2115","ECB_02115","RNA"
"2116","ECB_02116","RNA"
"2117","ECB_02117","RNA"
"2118","ECB_02118","RNA"
"2119","ECB_02119","RNA"
"2120","ECB_02120","RNA"
"2121","ECB_02121","RNA"
"2122","ECB_02122","RNA"
"2123","ECB_02123","RNA"
"2124","ECB_02124","RNA"
"2125","ECB_02125","RNA"
"2126","ECB_02126","RNA"
"2127","ECB_02127","RNA"
"2128","ECB_02128","RNA"
"2129","ECB_02129","RNA"
"2130","ECB_02130","RNA"
"2131","ECB_02131","RNA"
"2132","ECB_02132","RNA"
"2133","ECB_02133","RNA"
"2134","ECB_02134","RNA"
"2135","ECB_02135","RNA"
"2136","ECB_02136","RNA"
"2137","ECB_02137","RNA"
"2138","ECB_02138","RNA"
"2139","ECB_02139","RNA"
"2140","ECB_02140","RNA"
"2141","ECB_02141","RNA"
"2142","ECB_02142","RNA"
"2143","ECB_02143","RNA"
"2144","ECB_02144","RNA"
"2145","ECB_02145","RNA"
"2146","ECB_02146","RNA"
"2147","ECB_02147","RNA"
"2148","ECB_02148","RNA"
"2149","ECB_02149","RNA"
"2150","ECB_02150","RNA"
"2151","ECB_02151","RNA"
"2152","ECB_02152","RNA"
"2153","ECB_02153","RNA"
"2154","ECB_02154","RNA"
"2155","ECB_02155","RNA"
"2156","ECB_02156","RNA"
"2157","ECB_02157","RNA"
"2158","ECB_02158","RNA"
"2159","ECB_02159","RNA"
"2160","ECB_02160","RNA"
"2161","ECB_02161","RNA"
"2162","ECB_02162","RNA"
"2163","ECB_02163","RNA"
"2164","ECB_02164","RNA"
"2165","ECB_02165","RNA"
"2166","ECB_02166","RNA"
"2167","ECB_02167","RNA"
"2168","ECB_02168","RNA"
"2169","ECB_02169","RNA"
"2170","ECB_02170","RNA"
"2171","ECB_02171","RNA"
"2172","ECB_02172","RNA"
"2173","ECB_02173","RNA"
"2174","ECB_02174","RNA"
"2175","ECB_02175","RNA"
"2176","ECB_02176","RNA"
"2177","ECB_02177","RNA"
"2178","ECB_02178","RNA"
"2179","ECB_02179","RNA"
"2180","ECB_02180","RNA"
"2181","ECB_02181","RNA"
"2182","ECB_02182","RNA"
"2183","ECB_02183","RNA"
"2184","ECB_02184","RNA"
"2185","ECB_02185","RNA"
"2186","ECB_02186","RNA"
"2187","ECB_02187","RNA"
"2188","ECB_02188","RNA"
"2189","ECB_02189","RNA"
"2190","ECB_02190","RNA"
"2191","ECB_02191","RNA"
"2192","ECB_02192","RNA"
"2193","ECB_02193","RNA"
"2194","ECB_02194","RNA"
"2195","ECB_02195","RNA"
"2196","ECB_02196","RNA"
"2197","ECB_02197","RNA"
"2198","ECB_02198","RNA"
"2199","ECB_02199","RNA"
"2200","ECB_02200","RNA"
"2201","ECB_02201","RNA"
"2202","ECB_02202","RNA"
"2203","ECB_02203","RNA"
"2204","ECB_02204","RNA"
"2205","ECB_02205","RNA"
"2206","ECB_02206","RNA"
"2207","ECB_02207","RNA"
"2208","ECB_02208","RNA"
"2209","ECB_02209","RNA"
"2210","ECB_02210","RNA"
"2211","ECB_02211","RNA"
"2212","ECB_02212","RNA"
"2213","ECB_02213","RNA"
"2214","ECB_02214","RNA"
"2215","ECB_02215","RNA"
"2216","ECB_02216","RNA"
"2217","ECB_02217","RNA"
"2218","ECB_02218","RNA"
"2219","ECB_02219","RNA"
"2220","ECB_02220","RNA"
"2221","ECB_02221","RNA"
"2222","ECB_02222","RNA"
"2223","ECB_02223","RNA"
"2224","ECB_02224","RNA"
"2225","ECB_02225","RNA"
"2226","ECB_02226","RNA"
"2227","ECB_02227","RNA"
"2228","ECB_02228","RNA"
"2229","ECB_02229","RNA"
"2230","ECB_02230","RNA"
"2231","ECB_02231","RNA"
"2232","ECB_02232","RNA"
"2233","ECB_02233","RNA"
"2234","ECB_02234","RNA"
"2235","ECB_02235","RNA"
"2236","ECB_02236","RNA"
"2237","ECB_02237","RNA"
"2238","ECB_02238","RNA"
"2239","ECB_02239","RNA"
"2240","ECB_02240","RNA"
"2241","ECB_02241","RNA"
"2242","ECB_02242","RNA"
"2243","ECB_02243","RNA"
"2244","ECB_02244","RNA"
"2245","ECB_02245","RNA"
"2246","ECB_02246","RNA"
"2247","ECB_02247","RNA"
"2248","ECB_02248","RNA"
"2249","ECB_02249","RNA"
"2250","ECB_02250","RNA"
"2251","ECB_02251","RNA"
"2252","ECB_02252","RNA"
"2253","ECB_02253","RNA"
"2254","ECB_02254","RNA"
"2255","ECB_02255","RNA"
"2256","ECB_02256","RNA"
"2257","ECB_02257","RNA"
"2258","ECB_02258","RNA"
"2259","ECB_02259","RNA"
"2260","ECB_02260","RNA"
"2261","ECB_02261","RNA"
"2262","ECB_02262","RNA"
"2263","ECB_02263","RNA"
"2264","ECB_02264","RNA"
"2265","ECB_02265","RNA"
"2266","ECB_02266","RNA"
"2267","ECB_02267","RNA"
"2268","ECB_02268","RNA"
"2269","ECB_02269","RNA"
"2270","ECB_02270","RNA"
"2271","ECB_02271","RNA"
"2272","ECB_02272","RNA"
"2273","ECB_02273","RNA"
"2274","ECB_02274","RNA"
"2275","ECB_02275","RNA"
"2276","ECB_02276","RNA"
"2277","ECB_02277","RNA"
"2278","ECB_02278","RNA"
"2279","ECB_02279","RNA"
"2280","ECB_02280","RNA"
"2281","ECB_02281","RNA"
"2282","ECB_02282","RNA"
"2283","ECB_02283","RNA"
"2284","ECB_02284","RNA"
"2285","ECB_02285","RNA"
"2286","ECB_02286","RNA"
"2287","ECB_02287","RNA"
"2288","ECB_02288","RNA"
"2289","ECB_02289","RNA"
"2290","ECB_02290","RNA"
"2291","ECB_02291","RNA"
"2292","ECB_02292","RNA"
"2293","ECB_02293","RNA"
"2294","ECB_02294","RNA"
"2295","ECB_02295","RNA"
"2296","ECB_02296","RNA"
"2297","ECB_02297","RNA"
"2298","ECB_02298","RNA"
"2299","ECB_02299","RNA"
"2300","ECB_02300","RNA"
"2301","ECB_02301","RNA"
"2302","ECB_02302","RNA"
"2303","ECB_02303","RNA"
"2304","ECB_02304","RNA"
"2305","ECB_02305","RNA"
"2306","ECB_02306","RNA"
"2307","ECB_02307","RNA"
"2308","ECB_02308","RNA"
"2309","ECB_02309","RNA"
"2310","ECB_02310","RNA"
"2311","ECB_02311","RNA"
"2312","ECB_02312","RNA"
"2313","ECB_02313","RNA"
"2314","ECB_02314","RNA"
"2315","ECB_02315","RNA"
"2316","ECB_02316","RNA"
"2317","ECB_02317","RNA"
"2318","ECB_02318","RNA"
"2319","ECB_02319","RNA"
"2320","ECB_02320","RNA"
"2321","ECB_02321","RNA"
"2322","ECB_02322","RNA"
"2323","ECB_02323","RNA"
"2324","ECB_02324","RNA"
"2325","ECB_02325","RNA"
"2326","ECB_02326","RNA"
"2327","ECB_02327","RNA"
"2328","ECB_02328","RNA"
"2329","ECB_02329","RNA"
"2330","ECB_02330","RNA"
"2331","ECB_02331","RNA"
"2332","ECB_02332","RNA"
"2333","ECB_02333","RNA"
"2334","ECB_02334","RNA"
"2335","ECB_02335","RNA"
"2336","ECB_02336","RNA"
"2337","ECB_02337","RNA"
"2338","ECB_02338","RNA"
"2339","ECB_02339","RNA"
"2340","ECB_02340","RNA"
"2341","ECB_02341","RNA"
"2342","ECB_02342","RNA"
"2343","ECB_02343","RNA"
"2344","ECB_02344","RNA"
"2345","ECB_02345","RNA"
"2346","ECB_02346","RNA"
"2347","ECB_02347","RNA"
"2348","ECB_02348","RNA"
"2349","ECB_02349","RNA"
"2350","ECB_02350","RNA"
"2351","ECB_02351","RNA"
"2352","ECB_02352","RNA"
"2353","ECB_02353","RNA"
"2354","ECB_02354","RNA"
"2355","ECB_02355","RNA"
"2356","ECB_02356","RNA"
"2357","ECB_02357","RNA"
"2358","ECB_02358","RNA"
"2359","ECB_02359","RNA"
"2360","ECB_02360","RNA"
"2361","ECB_02361","RNA"
"2362","ECB_02362","RNA"
"2363","ECB_02363","RNA"
"2364","ECB_02364","RNA"
"2365","ECB_02365","RNA"
"2366","ECB_02366","RNA"
"2367","ECB_02367","RNA"
"2368","ECB_02368","RNA"
"2369","ECB_02369","RNA"
"2370","ECB_02370","RNA"
"2371","ECB_02371","RNA"
"2372","ECB_02372","RNA"
"2373","ECB_02373","RNA"
"2374","ECB_02374","RNA"
"2375","ECB_02375","RNA"
"2376","ECB_02376","RNA"
"2377","ECB_02377","RNA"
"2378","ECB_02378","RNA"
"2379","ECB_02379","RNA"
"2380","ECB_02380","RNA"
"2381","ECB_02381","RNA"
"2382","ECB_02382","RNA"
"2383","ECB_02383","RNA"
"2384","ECB_02384","RNA"
"2385","ECB_02385","RNA"
"2386","ECB_02386","RNA"
"2387","ECB_02387","RNA"
"2388","ECB_02388","RNA"
"2389","ECB_02389","RNA"
"2390","ECB_02390","RNA"
"2391","ECB_02391","RNA"
"2392","ECB_02392","RNA"
"2393","ECB_02393","RNA"
"2394","ECB_02394","RNA"
"2395","ECB_02395","RNA"
"2396","ECB_02396","RNA"
"2397","ECB_02397","RNA"
"2398","ECB_02398","RNA"
"2399","ECB_02399","RNA"
"2400","ECB_02400","RNA"
"2401","ECB_02401","RNA"
"2402","ECB_02402","RNA"
"2403","ECB_02403","RNA"
"2404","ECB_02404","RNA"
"2405","ECB_02405","RNA"
"2406","ECB_02406","RNA"
"2407","ECB_02407","RNA"
"2408","ECB_02408","RNA"
"2409","ECB_02409","RNA"
"2410","ECB_02410","RNA"
"2411","ECB_02411","RNA"
"2412","ECB_02412","RNA"
"2413","ECB_02413","RNA"
"2414","ECB_02414","RNA"
"2415","ECB_02415","RNA"
"2416","ECB_02416","RNA"
"2417","ECB_02417","RNA"
"2418","ECB_02418","RNA"
"2419","ECB_02419","RNA"
"2420","ECB_02420","RNA"
"2421","ECB_02421","RNA"
"2422","ECB_02422","RNA"
"2423","ECB_02423","RNA"
"2424","ECB_02424","RNA"
"2425","ECB_02425","RNA"
"2426","ECB_02426","RNA"
"2427","ECB_02427","RNA"
"2428","ECB_02428","RNA"
"2429","ECB_02429","RNA"
"2430","ECB_02430","RNA"
"2431","ECB_02431","RNA"
"2432","ECB_02432","RNA"
"2433","ECB_02433","RNA"
"2434","ECB_02434","RNA"
"2435","ECB_02435","RNA"
"2436","ECB_02436","RNA"
"2437","ECB_02437","RNA"
"2438","ECB_02438","RNA"
"2439","ECB_02439","RNA"
"2440","ECB_02440","RNA"
"2441","ECB_02441","RNA"
"2442","ECB_02442","RNA"
"2443","ECB_02443","RNA"
"2444","ECB_02444","RNA"
"2445","ECB_02445","RNA"
"2446","ECB_02446","RNA"
"2447","ECB_02447","RNA"
"2448","ECB_02448","RNA"
"2449","ECB_02449","RNA"
"2450","ECB_02450","RNA"
"2451","ECB_02451","RNA"
"2452","ECB_02452","RNA"
"2453","ECB_02453","RNA"
"2454","ECB_02454","RNA"
"2455","ECB_02455","RNA"
"2456","ECB_02456","RNA"
"2457","ECB_02457","RNA"
"2458","ECB_02458","RNA"
"2459","ECB_02459","RNA"
"2460","ECB_02460","RNA"
"2461","ECB_02461","RNA"
"2462","ECB_02462","RNA"
"2463","ECB_02463","RNA"
"2464","ECB_02464","RNA"
"2465","ECB_02465","RNA"
"2466","ECB_02466","RNA"
"2467","ECB_02467","RNA"
"2468","ECB_02468","RNA"
"2469","ECB_02469","RNA"
"2470","ECB_02470","RNA"
"2471","ECB_02471","RNA"
"2472","ECB_02472","RNA"
"2473","ECB_02473","RNA"
"2474","ECB_02474","RNA"
"2475","ECB_02475","RNA"
"2476","ECB_02476","RNA"
"2477","ECB_02477","RNA"
"2478","ECB_02478","RNA"
"2479","ECB_02479","RNA"
"2480","ECB_02480","RNA"
"2481","ECB_02481","RNA"
"2482","ECB_02482","RNA"
"2483","ECB_02483","RNA"
"2484","ECB_02484","RNA"
"2485","ECB_02485","RNA"
"2486","ECB_02486","RNA"
"2487","ECB_02487","RNA"
"2488","ECB_02488","RNA"
"2489","ECB_02489","RNA"
"2490","ECB_02490","RNA"
"2491","ECB_02491","RNA"
"2492","ECB_02492","RNA"
"2493","ECB_02493","RNA"
"2494","ECB_02494","RNA"
"2495","ECB_02495","RNA"
"2496","ECB_02496","RNA"
"2497","ECB_02497","RNA"
"2498","ECB_02498","RNA"
"2499","ECB_02499","RNA"
"2500","ECB_02500","RNA"
"2501","ECB_02501","RNA"
"2502","ECB_02502","RNA"
"2503","ECB_02503","RNA"
"2504","ECB_02504","RNA"
"2505","ECB_02505","RNA"
"2506","ECB_02506","RNA"
"2507","ECB_02507","RNA"
"2508","ECB_02508","RNA"
"2509","ECB_02509","RNA"
"2510","ECB_02510","RNA"
"2511","ECB_02511","RNA"
"2512","ECB_02512","RNA"
"2513","ECB_02513","RNA"
"2514","ECB_02514","RNA"
"2515","ECB_02515","RNA"
"2516","ECB_02516","RNA"
"2517","ECB_02517","RNA"
"2518","ECB_02518","RNA"
"2519","ECB_02519","RNA"
"2520","ECB_02520","RNA"
"2521","ECB_02521","RNA"
"2522","ECB_02522","RNA"
"2523","ECB_02523","RNA"
"2524","ECB_02524","RNA"
"2525","ECB_02525","RNA"
"2526","ECB_02526","RNA"
"2527","ECB_02527","RNA"
"2528","ECB_02528","RNA"
"2529","ECB_02529","RNA"
"2530","ECB_02530","RNA"
"2531","ECB_02531","RNA"
"2532","ECB_02532","RNA"
"2533","ECB_02533","RNA"
"2534","ECB_02534","RNA"
"2535","ECB_02535","RNA"
"2536","ECB_02536","RNA"
"2537","ECB_02537","RNA"
"2538","ECB_02538","RNA"
"2539","ECB_02539","RNA"
"2540","ECB_02540","RNA"
"2541","ECB_02541","RNA"
"2542","ECB_02542","RNA"
"2543","ECB_02543","RNA"
"2544","ECB_02544","RNA"
"2545","ECB_02545","RNA"
"2546","ECB_02546","RNA"
"2547","ECB_02547","RNA"
"2548","ECB_02548","RNA"
"2549","ECB_02549","RNA"
"2550","ECB_02550","RNA"
"2551","ECB_02551","RNA"
"2552","ECB_02552","RNA"
"2553","ECB_02553","RNA"
"2554","ECB_02554","RNA"
"2555","ECB_02555","RNA"
"2556","ECB_02556","RNA"
"2557","ECB_02557","RNA"
"2558","ECB_02558","RNA"
"2559","ECB_02559","RNA"
"2560","ECB_02560","RNA"
"2561","ECB_02561","RNA"
"2562","ECB_02562","RNA"
"2563","ECB_02563","RNA"
"2564","ECB_02564","RNA"
"2565","ECB_02565","RNA"
"2566","ECB_02566","RNA"
"2567","ECB_02567","RNA"
"2568","ECB_02568","RNA"
"2569","ECB_02569","RNA"
"2570","ECB_02570","RNA"
"2571","ECB_02571","RNA"
"2572","ECB_02572","RNA"
"2573","ECB_02573","RNA"
"2574","ECB_02574","RNA"
"2575","ECB_02575","RNA"
"2576","ECB_02576","RNA"
"2577","ECB_02577","RNA"
"2578","ECB_02578","RNA"
"2579","ECB_02579","RNA"
"2580","ECB_02580","RNA"
"2581","ECB_02581","RNA"
"2582","ECB_02582","RNA"
"2583","ECB_02583","RNA"
"2584","ECB_02584","RNA"
"2585","ECB_02585","RNA"
"2586","ECB_02586","RNA"
"2587","ECB_02587","RNA"
"2588","ECB_02588","RNA"
"2589","ECB_02589","RNA"
"2590","ECB_02590","RNA"
"2591","ECB_02591","RNA"
"2592","ECB_02592","RNA"
"2593","ECB_02593","RNA"
"2594","ECB_02594","RNA"
"2595","ECB_02595","RNA"
"2596","ECB_02596","RNA"
"2597","ECB_02597","RNA"
"2598","ECB_02598","RNA"
"2599","ECB_02599","RNA"
"2600","ECB_02600","RNA"
"2601","ECB_02601","RNA"
"2602","ECB_02602","RNA"
"2603","ECB_02603","RNA"
"2604","ECB_02604","RNA"
"2605","ECB_02605","RNA"
"2606","ECB_02606","RNA"
"2607","ECB_02607","RNA"
"2608","ECB_02608","RNA"
"2609","ECB_02609","RNA"
"2610","ECB_02610","RNA"
"2611","ECB_02611","RNA"
"2612","ECB_02612","RNA"
"2613","ECB_02613","RNA"
"2614","ECB_02614","RNA"
"2615","ECB_02615","RNA"
"2616","ECB_02616","RNA"
"2617","ECB_02617","RNA"
"2618","ECB_02618","RNA"
"2619","ECB_02619","RNA"
"2620","ECB_02620","RNA"
"2621","ECB_02621","RNA"
"2622","ECB_02622","RNA"
"2623","ECB_02623","RNA"
"2624","ECB_02624","RNA"
"2625","ECB_02625","RNA"
"2626","ECB_02626","RNA"
"2627","ECB_02627","RNA"
"2628","ECB_02628","RNA"
"2629","ECB_02629","RNA"
"2630","ECB_02630","RNA"
"2631","ECB_02631","RNA"
"2632","ECB_02632","RNA"
"2633","ECB_02633","RNA"
"2634","ECB_02634","RNA"
"2635","ECB_02635","RNA"
"2636","ECB_02636","RNA"
"2637","ECB_02637","RNA"
"2638","ECB_02638","RNA"
"2639","ECB_02639","RNA"
"2640","ECB_02640","RNA"
"2641","ECB_02641","RNA"
"2642","ECB_02642","RNA"
"2643","ECB_02643","RNA"
"2644","ECB_02644","RNA"
"2645","ECB_02645","RNA"
"2646","ECB_02646","RNA"
"2647","ECB_02647","RNA"
"2648","ECB_02648","RNA"
"2649","ECB_02649","RNA"
"2650","ECB_02650","RNA"
"2651","ECB_02651","RNA"
"2652","ECB_02652","RNA"
"2653","ECB_02653","RNA"
"2654","ECB_02654","RNA"
"2655","ECB_02655","RNA"
"2656","ECB_02656","RNA"
"2657","ECB_02657","RNA"
"2658","ECB_02658","RNA"
"2659","ECB_02659","RNA"
"2660","ECB_02660","RNA"
"2661","ECB_02661","RNA"
"2662","ECB_02662","RNA"
"2663","ECB_02663","RNA"
"2664","ECB_02664","RNA"
"2665","ECB_02665","RNA"
"2666","ECB_02666","RNA"
"2667","ECB_02667","RNA"
"2668","ECB_02668","RNA"
"2669","ECB_02669","RNA"
"2670","ECB_02670","RNA"
"2671","ECB_02671","RNA"
"2672","ECB_02672","RNA"
"2673","ECB_02673","RNA"
"2674","ECB_02674","RNA"
"2675","ECB_02675","RNA"
"2676","ECB_02676","RNA"
"2677","ECB_02677","RNA"
"2678","ECB_02678","RNA"
"2679","ECB_02679","RNA"
"2680","ECB_02680","RNA"
"2681","ECB_02681","RNA"
"2682","ECB_02682","RNA"
"2683","ECB_02683","RNA"
"2684","ECB_02684","RNA"
"2685","ECB_02685","RNA"
"2686","ECB_02686","RNA"
"2687","ECB_02687","RNA"
"2688","ECB_02688","RNA"
"2689","ECB_02689","RNA"
"2690","ECB_02690","RNA"
"2691","ECB_02691","RNA"
"2692","ECB_02692","RNA"
"2693","ECB_02693","RNA"
"2694","ECB_02694","RNA"
"2695","ECB_02695","RNA"
"2696","ECB_02696","RNA"
"2697","ECB_02697","RNA"
"2698","ECB_02698","RNA"
"2699","ECB_02699","RNA"
"2700","ECB_02700","RNA"
"2701","ECB_02701","RNA"
"2702","ECB_02702","RNA"
"2703","ECB_02703","RNA"
"2704","ECB_02704","RNA"
"2705","ECB_02705","RNA"
"2706","ECB_02706","RNA"
"2707","ECB_02707","RNA"
"2708","ECB_02708","RNA"
"2709","ECB_02709","RNA"
"2710","ECB_02710","RNA"
"2711","ECB_02711","RNA"
"2712","ECB_02712","RNA"
"2713","ECB_02713","RNA"
"2714","ECB_02714","RNA"
"2715","ECB_02715","RNA"
"2716","ECB_02716","RNA"
"2717","ECB_02717","RNA"
"2718","ECB_02718","RNA"
"2719","ECB_02719","RNA"
"2720","ECB_02720","RNA"
"2721","ECB_02721","RNA"
"2722","ECB_02722","RNA"
"2723","ECB_02723","RNA"
"2724","ECB_02724","RNA"
"2725","ECB_02725","RNA"
"2726","ECB_02726","RNA"
"2727","ECB_02727","RNA"
"2728","ECB_02728","RNA"
"2729","ECB_02729","RNA"
"2730","ECB_02730","RNA"
"2731","ECB_02731","RNA"
"2732","ECB_02732","RNA"
"2733","ECB_02733","RNA"
"2734","ECB_02734","RNA"
"2735","ECB_02735","RNA"
"2736","ECB_02736","RNA"
"2737","ECB_02737","RNA"
"2738","ECB_02738","RNA"
"2739","ECB_02739","RNA"
"2740","ECB_02740","RNA"
"2741","ECB_02741","RNA"
"2742","ECB_02742","RNA"
"2743","ECB_02743","RNA"
"2744","ECB_02744","RNA"
"2745","ECB_02745","RNA"
"2746","ECB_02746","RNA"
"2747","ECB_02747","RNA"
"2748","ECB_02748","RNA"
"2749","ECB_02749","RNA"
"2750","ECB_02750","RNA"
"2751","ECB_02751","RNA"
"2752","ECB_02752","RNA"
"2753","ECB_02753","RNA"
"2754","ECB_02754","RNA"
"2755","ECB_02755","RNA"
"2756","ECB_02756","RNA"
"2757","ECB_02757","RNA"
"2758","ECB_02758","RNA"
"2759","ECB_02759","RNA"
"2760","ECB_02760","RNA"
"2761","ECB_02761","RNA"
"2762","ECB_02762","RNA"
"2763","ECB_02763","RNA"
"2764","ECB_02764","RNA"
"2765","ECB_02765","RNA"
