,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
854,YP_003044085.1,1.89617833208779,-2.95652973957512,0.671713840101806,-4.40147211962615,1.075188856252e-05,0.000140249534341626,artQ,ECB_00867,b0862,-1,protein,Exp,carbonSource,glucoseglycerol
855,YP_003044086.1,62.5776080300786,-1.04229026861431,0.323587986469192,-3.22104130004081,0.0012772574063966,0.00615509207118123,artI,ECB_00868,b0863,-1,protein,Exp,carbonSource,glucoseglycerol
856,YP_003044087.1,16.5155385653203,-1.8158688498488,0.350695490086291,-5.17790761837853,2.24388288527583e-07,6.94107772511991e-06,artP,ECB_00869,b0864,-1,protein,Exp,carbonSource,glucoseglycerol
857,YP_003044088.1,15.9764768864724,-0.33134547637899,0.317491310865667,-1.04363636118276,0.296653663289013,0.489599135346908,ybjP,ECB_00870,b0865,-1,protein,Exp,carbonSource,glucoseglycerol
858,YP_003044089.1,5.77395212733127,-0.236592497130433,0.368510251865713,-0.642024193174002,0.520857474697117,0.714071716158703,ybjQ,ECB_00871,b0866,-1,protein,Exp,carbonSource,glucoseglycerol
859,YP_003044090.1,0.589701572314191,-1.37934959506081,0.757813880013368,-1.82016934690676,0.068733219610024,0.163789799921759,ybjR,ECB_00872,b0867,-1,protein,Exp,carbonSource,glucoseglycerol
860,YP_003044091.1,7.21291992312657,-0.11084866513806,0.362210768604719,-0.306033599070129,0.759579063907402,0.882890831883037,ybjS,ECB_00873,b0868,-1,protein,Exp,carbonSource,glucoseglycerol
861,YP_003044092.1,1.99446907090081,1.12917500541041,0.534843033322906,2.11122691155759,0.0347528127493726,0.0930561713190125,ybjT,ECB_00874,b0869,1,protein,Exp,carbonSource,glucoseglycerol
862,YP_003044093.1,26.9209042742928,-0.495078198649678,0.276920232803441,-1.78780074549874,0.0738081605682346,0.172839874207373,ltaE,ECB_00875,b0870,-1,protein,Exp,carbonSource,glucoseglycerol
863,YP_003044094.1,3.92723596158738,-1.01055889253582,0.455427509940634,-2.21892369362481,0.0264919162758918,0.0751491214533594,poxB,ECB_00876,b0871,-1,protein,Exp,carbonSource,glucoseglycerol
864,YP_003044095.1,0.349776454138632,-0.681093993952103,0.770559301691377,-0.883895622902874,0.376752560289961,0.580774710878877,hcr,ECB_00877,b0872,-1,protein,Exp,carbonSource,glucoseglycerol
865,YP_003044096.1,0.473106479211301,-0.31537814592519,0.772020345827286,-0.408510148249053,0.682899181605394,0.833649012449386,hcp,ECB_00878,b0873,-1,protein,Exp,carbonSource,glucoseglycerol
866,YP_003044097.1,0.138671825041915,-0.0676724329469806,0.678919098586013,-0.0996767259720962,0.920600978487732,NA,ybjE,ECB_00879,b0874,-1,protein,Exp,carbonSource,glucoseglycerol
867,YP_003044098.1,0,NA,NA,NA,NA,NA,aqpZ,ECB_00880,b0875,NA,protein,Exp,carbonSource,glucoseglycerol
868,YP_003044099.1,2.20941107876777,0.057830292355092,0.534106382251697,0.108274857363228,0.913777666264048,0.961700591206698,ybjD,ECB_00881,b0876,1,protein,Exp,carbonSource,glucoseglycerol
869,YP_003044100.1,20.5472651076852,-1.54846729485981,0.408929879029376,-3.7866328049572,0.000152702498220073,0.00105527173238042,ybjX,ECB_00882,b0877,-1,protein,Exp,carbonSource,glucoseglycerol
870,YP_003044101.1,12.8594511996598,-0.843752350646211,0.310824780417601,-2.71455946823998,0.00663639841204717,0.0243559571099765,macA,ECB_00883,b0878,-1,protein,Exp,carbonSource,glucoseglycerol
871,YP_003044102.1,4.5106816386887,-0.20857782649321,0.489864148248009,-0.425787082478245,0.670263000426672,0.82513405435265,macB,ECB_00884,b0879,-1,protein,Exp,carbonSource,glucoseglycerol
872,YP_003044103.1,5.44345468726067,-0.606082372819064,0.411621840348797,-1.47242520539116,0.140906090831716,0.288382471973166,cspD,ECB_00885,b0880,-1,protein,Exp,carbonSource,glucoseglycerol
873,YP_003044104.1,2.26076735722171,-1.94303280832055,0.575570202613508,-3.37583981849263,0.000735907505299252,0.00393777195586816,clpS,ECB_00886,b0881,-1,protein,Exp,carbonSource,glucoseglycerol
874,YP_003044105.1,3.37658510390054,0.90809193152649,0.637024589417161,1.42552100281928,0.154006653346016,0.306503437541581,clpA,ECB_00887,b0882,1,protein,Exp,carbonSource,glucoseglycerol
875,YP_003044106.1,35.0281207794467,-1.0365626935883,0.293959723302646,-3.52620652224898,0.000421558096494203,0.00244503695966638,infA,ECB_00888,b0884,-1,protein,Exp,carbonSource,glucoseglycerol
876,YP_003044107.1,2.16105065831278,-0.684121593018257,0.606193679045972,-1.12855283165428,0.259086518060459,0.445480683250592,aat,ECB_00889,b0885,-1,protein,Exp,carbonSource,glucoseglycerol
877,YP_003044108.1,19.1338095348051,-0.850807948103293,0.25924553924965,-3.28186147605794,0.00103124252480147,0.00513723270023798,cydC,ECB_00890,b0886,-1,protein,Exp,carbonSource,glucoseglycerol
