,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2526,YP_003045758.1,0.90387855996869,-2.83359216371215,1.31759421991063,-2.15058029315304,0.0315093421700634,0.0608694706096658,hycG,ECB_02569,b2719,-1,protein,Sta,carbonSource,lactate,glucose
2527,YP_003045759.1,0.301875353184809,-1.33997210685931,1.32718609395781,-1.00963392621405,0.312670709220406,NA,hycF,ECB_02570,b2720,-1,protein,Sta,carbonSource,lactate,glucose
2528,YP_003045760.1,3.48807762583154,-3.65253221541436,1.11634372613525,-3.27187059854702,0.00106838463384802,0.00387929626805241,hycE,ECB_02571,b2721,-1,protein,Sta,carbonSource,lactate,glucose
2529,YP_003045761.1,0.266172836029277,-0.696383105444801,1.3255223201929,-0.525365054089365,0.59932944187569,NA,hycD,ECB_02572,b2722,-1,protein,Sta,carbonSource,lactate,glucose
2530,YP_003045762.1,0.33734683852603,-1.47799741692439,1.32475306106363,-1.11567767636462,0.264560129490199,NA,hycC,ECB_02573,b2723,-1,protein,Sta,carbonSource,lactate,glucose
2531,YP_003045763.1,0.246369083637877,-1.13475296599507,1.32569272911592,-0.855969819455688,0.392014473473419,NA,hycB,ECB_02574,b2724,-1,protein,Sta,carbonSource,lactate,glucose
2532,YP_003045764.1,0.357913858131664,-1.66199515332507,1.31977021238091,-1.25930645936218,0.207919661032992,NA,hycA,ECB_02575,b2725,-1,protein,Sta,carbonSource,lactate,glucose
2533,YP_003045765.1,0.582209564204615,-1.72604462712426,1.29664837108414,-1.33115859751637,0.183136831298317,0.238019417214134,hypA,ECB_02576,b2726,-1,protein,Sta,carbonSource,lactate,glucose
2534,YP_003045766.1,3.19422958523407,1.01740261493198,0.875505130106247,1.16207498956461,0.245205005612016,0.301030042698205,hypB,ECB_02577,b2727,1,protein,Sta,carbonSource,lactate,glucose
2535,YP_003045767.1,0.126154190594053,-0.469688483714465,1.27677078750201,-0.367872204088728,0.712968527032759,NA,hypC,ECB_02578,b2728,-1,protein,Sta,carbonSource,lactate,glucose
2536,YP_003045768.1,0.529739868511442,-2.16071291148894,1.32099611085125,-1.63566939655605,0.101908797764067,0.149982919962617,hypD,ECB_02579,b2729,-1,protein,Sta,carbonSource,lactate,glucose
